1, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
850, nether, minecraft:nether_wastes, MONSTER, endermanoverhaul:nether_wastes_enderman, 10, 4, 4
851, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 60, 1, 2
852, private, spectrum:noxshroom_forest, MONSTER, minecraft:cave_spider, 80, 4, 8
853, private, spectrum:noxshroom_forest, MONSTER, minecraft:zombie, 80, 4, 4
854, private, spectrum:noxshroom_forest, MONSTER, minecraft:skeleton, 80, 4, 4
855, private, spectrum:noxshroom_forest, AMBIENT, minecraft:bat, 10, 8, 8
856, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
857, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 80, 4, 4
858, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
859, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 80, 4, 4
860, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 80, 4, 4
861, ocean, minecraft:ocean, MONSTER, minecraft:slime, 80, 4, 4
862, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 10, 1, 4
863, ocean, minecraft:ocean, MONSTER, minecraft:witch, 10, 1, 1
864, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 10, 1, 1
865, ocean, minecraft:ocean, MONSTER, rottencreatures:undead_miner, 20, 1, 4
866, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
867, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 1, 1
868, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 10, 1, 1
869, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
870, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
871, ocean, minecraft:ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:barracuda, 10, 1, 1
872, ocean, minecraft:ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:herring, 10, 4, 12
873, ocean, minecraft:ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:mackerel, 10, 4, 12
874, ocean, minecraft:ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:needlefish, 10, 1, 4
875, ocean, minecraft:ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:rockfish, 10, 1, 4
876, ocean, minecraft:ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:sea_bass, 10, 1, 3
877, ocean, minecraft:ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:seadragon, 10, 1, 2
878, ocean, minecraft:ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:wrasse, 10, 1, 2
879, ocean, minecraft:ocean, HYBRID_AQUATIC_CEPHALOPOD, hybrid-aquatic:cuttlefish, 10, 1, 1
880, ocean, minecraft:ocean, HYBRID_AQUATIC_CEPHALOPOD, hybrid-aquatic:octopus, 10, 1, 1
881, ocean, minecraft:ocean, HYBRID_AQUATIC_JELLY, hybrid-aquatic:barrel_jellyfish, 10, 1, 2
882, ocean, minecraft:ocean, HYBRID_AQUATIC_JELLY, hybrid-aquatic:blue_jellyfish, 10, 1, 2
883, ocean, minecraft:ocean, HYBRID_AQUATIC_JELLY, hybrid-aquatic:cepheidae_jellyfish, 10, 1, 2
884, ocean, minecraft:ocean, HYBRID_AQUATIC_JELLY, hybrid-aquatic:moon_jellyfish, 10, 2, 5
885, ocean, minecraft:ocean, HYBRID_AQUATIC_JELLY, hybrid-aquatic:sea_nettle, 10, 1, 4
886, ocean, minecraft:ocean, HYBRID_AQUATIC_SHARK, hybrid-aquatic:hammerhead_shark, 10, 1, 2
887, ocean, minecraft:ocean, HYBRID_AQUATIC_SHARK, hybrid-aquatic:hound_shark, 10, 1, 2
888, ocean, minecraft:ocean, HYBRID_AQUATIC_SHARK, hybrid-aquatic:tiger_shark, 10, 1, 1
889, ocean, minecraft:ocean, HYBRID_AQUATIC_CRUSTACEAN, hybrid-aquatic:giant_isopod, 10, 1, 2
890, ocean, minecraft:ocean, HYBRID_AQUATIC_CRUSTACEAN, hybrid-aquatic:spider_crab, 10, 1, 2
891, ocean, minecraft:ocean, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:sea_cucumber, 10, 1, 2
892, ocean, minecraft:ocean, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:sea_slug, 10, 0, 2
893, ocean, minecraft:ocean, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:sea_urchin, 10, 0, 2
894, ocean, minecraft:ocean, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:starfish, 10, 0, 2
895, ocean, minecraft:ocean_trench, MONSTER, minecraft:spider, 80, 4, 4
896, ocean, minecraft:ocean_trench, MONSTER, minecraft:zombie, 80, 4, 4
897, ocean, minecraft:ocean_trench, MONSTER, minecraft:zombie_villager, 10, 1, 1
898, ocean, minecraft:ocean_trench, MONSTER, minecraft:skeleton, 80, 4, 4
899, ocean, minecraft:ocean_trench, MONSTER, minecraft:creeper, 80, 4, 4
900, ocean, minecraft:ocean_trench, MONSTER, minecraft:slime, 80, 4, 4
901, ocean, minecraft:ocean_trench, MONSTER, minecraft:enderman, 10, 1, 4
902, ocean, minecraft:ocean_trench, MONSTER, minecraft:witch, 10, 1, 1
903, ocean, minecraft:ocean_trench, MONSTER, minecraft:drowned, 10, 1, 1
904, ocean, minecraft:ocean_trench, AMBIENT, minecraft:bat, 10, 8, 8
905, ocean, minecraft:ocean_trench, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
906, ocean, minecraft:ocean_trench, WATER_CREATURE, minecraft:squid, 10, 1, 4
907, ocean, minecraft:ocean_trench, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
908, ocean, minecraft:ocean_trench, WATER_AMBIENT, minecraft:cod, 10, 3, 6
909, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_FISH, hybrid-aquatic:anglerfish, 10, 1, 2
910, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_FISH, hybrid-aquatic:barreleye, 10, 1, 2
911, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_FISH, hybrid-aquatic:coelacanth, 10, 1, 1
912, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_FISH, hybrid-aquatic:dragonfish, 10, 1, 2
913, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_FISH, hybrid-aquatic:john_dory, 10, 1, 2
914, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_FISH, hybrid-aquatic:manta_ray, 10, 1, 2
915, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_FISH, hybrid-aquatic:oarfish, 10, 1, 2
916, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_FISH, hybrid-aquatic:ocean_sunfish, 10, 1, 2
917, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_FISH, hybrid-aquatic:opah, 10, 1, 2
918, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_FISH, hybrid-aquatic:ratfish, 10, 1, 3
919, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_FISH, hybrid-aquatic:sea_angel, 10, 1, 2
920, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_FISH, hybrid-aquatic:sea_angel, 10, 1, 2
921, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_FISH, hybrid-aquatic:snailfish, 10, 1, 3
922, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_FISH, hybrid-aquatic:tuna, 10, 1, 4
923, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_JELLY, hybrid-aquatic:big_red_jellyfish, 10, 1, 1
924, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_JELLY, hybrid-aquatic:cosmic_jellyfish, 10, 1, 1
925, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_JELLY, hybrid-aquatic:crown_jellyfish, 10, 1, 1
926, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_JELLY, hybrid-aquatic:firework_jellyfish, 10, 1, 1
927, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_JELLY, hybrid-aquatic:mauve_stinger, 10, 1, 3
928, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_SHARK, hybrid-aquatic:basking_shark, 10, 1, 1
929, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_SHARK, hybrid-aquatic:great_white_shark, 10, 1, 1
930, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_SHARK, hybrid-aquatic:lantern_shark, 10, 1, 2
931, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_SHARK, hybrid-aquatic:thresher_shark, 10, 1, 1
932, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_CRUSTACEAN, hybrid-aquatic:yeti_crab, 10, 1, 2
933, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_CRUSTACEAN, hybrid-aquatic:yeti_crab, 10, 1, 2
934, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:sea_cucumber, 10, 1, 2
935, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:sea_cucumber, 10, 1, 2
936, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:sea_urchin, 10, 0, 2
937, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:sea_urchin, 10, 0, 2
938, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:starfish, 10, 0, 2
939, ocean, minecraft:ocean_trench, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:starfish, 10, 0, 2
940, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
941, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
942, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
943, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
944, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
945, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime, 80, 4, 4
946, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 10, 1, 1
947, forest, minecraft:old_growth_birch_forest, MONSTER, rottencreatures:undead_miner, 20, 1, 4
948, forest, minecraft:old_growth_birch_forest, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
949, forest, minecraft:old_growth_birch_forest, MONSTER, endermanoverhaul:dark_oak_enderman, 10, 1, 4
950, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
951, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:pig, 10, 4, 4
952, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
953, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:cow, 10, 4, 4
954, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:bear, 10, 1, 2
955, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:boar, 15, 4, 4
956, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:cardinal, 10, 1, 4
957, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:deer, 10, 1, 3
958, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:finch, 10, 1, 4
959, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:fox, 10, 2, 4
960, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:lizard, 15, 1, 2
961, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:rabbit, 10, 2, 3
962, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:robin, 10, 1, 4
963, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:snail, 10, 1, 3
964, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:snake, 10, 1, 1
965, forest, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
966, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
967, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 80, 4, 4
968, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 80, 4, 4
969, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
970, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
971, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 80, 4, 4
972, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 10, 1, 4
973, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 10, 1, 1
974, taiga, minecraft:old_growth_pine_taiga, MONSTER, rottencreatures:undead_miner, 20, 1, 4
975, taiga, minecraft:old_growth_pine_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
976, taiga, minecraft:old_growth_pine_taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
977, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:sheep, 12, 4, 4
978, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:pig, 10, 4, 4
979, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:chicken, 10, 4, 4
980, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:cow, 10, 4, 4
981, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 10, 4, 4
982, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
983, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:fox, 10, 2, 4
984, taiga, minecraft:old_growth_pine_taiga, CREATURE, naturalist:bear, 10, 1, 2
985, taiga, minecraft:old_growth_pine_taiga, CREATURE, naturalist:bluejay, 10, 1, 4
986, taiga, minecraft:old_growth_pine_taiga, AMBIENT, minecraft:bat, 10, 8, 8
987, taiga, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
988, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:spider, 80, 4, 4
989, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie, 80, 4, 4
990, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
991, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
992, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:slime, 80, 4, 4
993, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:witch, 10, 1, 1
994, taiga, minecraft:old_growth_spruce_taiga, MONSTER, rottencreatures:undead_miner, 20, 1, 4
995, taiga, minecraft:old_growth_spruce_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
996, taiga, minecraft:old_growth_spruce_taiga, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
997, taiga, minecraft:old_growth_spruce_taiga, MONSTER, endermanoverhaul:dark_oak_enderman, 10, 1, 4
998, taiga, minecraft:old_growth_spruce_taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
999, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:sheep, 12, 4, 4
1000, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:pig, 10, 4, 4
1001, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1002, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:cow, 10, 4, 4
1003, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:wolf, 10, 4, 4
1004, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
1005, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:fox, 10, 2, 4
1006, taiga, minecraft:old_growth_spruce_taiga, CREATURE, naturalist:bear, 10, 1, 2
1007, taiga, minecraft:old_growth_spruce_taiga, CREATURE, naturalist:bluejay, 10, 1, 4
1008, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1009, taiga, minecraft:old_growth_spruce_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1010, private, galosphere:pink_salt_caves, MONSTER, minecraft:spider, 80, 4, 4
1011, private, galosphere:pink_salt_caves, MONSTER, minecraft:zombie, 80, 4, 4
1012, private, galosphere:pink_salt_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
1013, private, galosphere:pink_salt_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1014, private, galosphere:pink_salt_caves, MONSTER, minecraft:creeper, 80, 4, 4
1015, private, galosphere:pink_salt_caves, MONSTER, minecraft:slime, 80, 4, 4
1016, private, galosphere:pink_salt_caves, MONSTER, minecraft:enderman, 10, 1, 4
1017, private, galosphere:pink_salt_caves, MONSTER, minecraft:witch, 10, 1, 1
1018, private, galosphere:pink_salt_caves, AMBIENT, minecraft:bat, 10, 8, 8
1019, private, galosphere:pink_salt_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1020, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
1021, plains, minecraft:plains, MONSTER, minecraft:zombie, 80, 4, 4
1022, plains, minecraft:plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
1023, plains, minecraft:plains, MONSTER, minecraft:skeleton, 80, 4, 4
1024, plains, minecraft:plains, MONSTER, minecraft:creeper, 80, 4, 4
1025, plains, minecraft:plains, MONSTER, minecraft:slime, 80, 4, 4
1026, plains, minecraft:plains, MONSTER, minecraft:enderman, 10, 1, 4
1027, plains, minecraft:plains, MONSTER, minecraft:witch, 10, 1, 1
1028, plains, minecraft:plains, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1029, plains, minecraft:plains, CREATURE, minecraft:sheep, 12, 4, 4
1030, plains, minecraft:plains, CREATURE, minecraft:pig, 10, 4, 4
1031, plains, minecraft:plains, CREATURE, minecraft:chicken, 10, 4, 4
1032, plains, minecraft:plains, CREATURE, minecraft:cow, 10, 4, 4
1033, plains, minecraft:plains, CREATURE, minecraft:horse, 10, 2, 6
1034, plains, minecraft:plains, CREATURE, minecraft:donkey, 10, 1, 3
1035, plains, minecraft:plains, CREATURE, naturalist:robin, 10, 1, 4
1036, plains, minecraft:plains, CREATURE, naturalist:snail, 10, 1, 3
1037, plains, minecraft:plains, CREATURE, naturalist:snake, 10, 1, 1
1038, plains, minecraft:plains, CREATURE, naturalist:sparrow, 10, 1, 4
1039, plains, minecraft:plains, CREATURE, ecologics:squirrel, 10, 2, 3
1040, plains, minecraft:plains, AMBIENT, minecraft:bat, 10, 8, 8
1041, plains, minecraft:plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1042, private, spectrum:razor_edge, MONSTER, minecraft:zombie, 80, 4, 4
1043, private, spectrum:razor_edge, MONSTER, minecraft:skeleton, 80, 4, 4
1044, private, spectrum:razor_edge, MONSTER, minecraft:creeper, 80, 4, 4
1045, private, spectrum:razor_edge, MONSTER, minecraft:stray, 80, 4, 8
1046, private, spectrum:razor_edge, MONSTER, minecraft:phantom, 10, 1, 2
1047, private, spectrum:razor_edge, AMBIENT, minecraft:bat, 10, 8, 8
1048, river, minecraft:river, MONSTER, minecraft:spider, 80, 4, 4
1049, river, minecraft:river, MONSTER, minecraft:zombie, 80, 4, 4
1050, river, minecraft:river, MONSTER, minecraft:zombie_villager, 10, 1, 1
1051, river, minecraft:river, MONSTER, minecraft:skeleton, 80, 4, 4
1052, river, minecraft:river, MONSTER, minecraft:creeper, 80, 4, 4
1053, river, minecraft:river, MONSTER, minecraft:slime, 80, 4, 4
1054, river, minecraft:river, MONSTER, minecraft:enderman, 10, 1, 4
1055, river, minecraft:river, MONSTER, minecraft:witch, 10, 1, 1
1056, river, minecraft:river, MONSTER, minecraft:drowned, 80, 1, 1
1057, river, minecraft:river, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1058, river, minecraft:river, CREATURE, naturalist:alligator, 15, 1, 2
1059, river, minecraft:river, CREATURE, naturalist:coral_snake, 10, 1, 1
1060, river, minecraft:river, CREATURE, naturalist:duck, 15, 1, 3
1061, river, minecraft:river, CREATURE, naturalist:snail, 10, 1, 3
1062, river, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
1063, river, minecraft:river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1064, river, minecraft:river, WATER_CREATURE, minecraft:squid, 10, 1, 4
1065, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
1066, river, minecraft:river, WATER_AMBIENT, naturalist:bass, 10, 4, 4
1067, river, minecraft:river, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:carp, 10, 0, 2
1068, river, minecraft:river, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:golden_dorado, 10, 1, 1
1069, river, minecraft:river, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:shiner, 10, 1, 2
1070, river, minecraft:river, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:sunfish, 10, 1, 2
1071, river, minecraft:river, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:trout, 10, 0, 1
1072, river, minecraft:river, HYBRID_AQUATIC_CRUSTACEAN, hybrid-aquatic:crayfish, 10, 1, 2
1073, river, minecraft:river, HYBRID_AQUATIC_MAMMAL, hybrid-aquatic:otter, 10, 0, 2
1074, beach, minecraft:rocky_beach, MONSTER, minecraft:spider, 80, 4, 4
1075, beach, minecraft:rocky_beach, MONSTER, minecraft:zombie, 80, 4, 4
1076, beach, minecraft:rocky_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1077, beach, minecraft:rocky_beach, MONSTER, minecraft:skeleton, 80, 4, 4
1078, beach, minecraft:rocky_beach, MONSTER, minecraft:slime, 80, 4, 4
1079, beach, minecraft:rocky_beach, MONSTER, minecraft:enderman, 10, 1, 4
1080, beach, minecraft:rocky_beach, MONSTER, minecraft:witch, 10, 1, 1
1081, beach, minecraft:rocky_beach, MONSTER, creeperoverhaul:beach_creeper, 75, 2, 2
1082, beach, minecraft:rocky_beach, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1083, beach, minecraft:rocky_beach, MONSTER, rottencreatures:dead_beard, 10, 1, 1
1084, beach, minecraft:rocky_beach, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1085, beach, minecraft:rocky_beach, CREATURE, naturalist:coral_snake, 10, 1, 1
1086, beach, minecraft:rocky_beach, AMBIENT, minecraft:bat, 10, 8, 8
1087, beach, minecraft:rocky_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1088, savanna, minecraft:savanna, MONSTER, minecraft:spider, 80, 4, 4
1089, savanna, minecraft:savanna, MONSTER, minecraft:zombie, 80, 4, 4
1090, savanna, minecraft:savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
1091, savanna, minecraft:savanna, MONSTER, minecraft:skeleton, 80, 4, 4
1092, savanna, minecraft:savanna, MONSTER, minecraft:slime, 80, 4, 4
1093, savanna, minecraft:savanna, MONSTER, minecraft:witch, 10, 1, 1
1094, savanna, minecraft:savanna, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1095, savanna, minecraft:savanna, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1096, savanna, minecraft:savanna, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
1097, savanna, minecraft:savanna, MONSTER, endermanoverhaul:savanna_enderman, 10, 1, 4
1098, savanna, minecraft:savanna, MONSTER, creeperoverhaul:savannah_creeper, 75, 2, 2
1099, savanna, minecraft:savanna, CREATURE, minecraft:sheep, 12, 4, 4
1100, savanna, minecraft:savanna, CREATURE, minecraft:pig, 10, 4, 4
1101, savanna, minecraft:savanna, CREATURE, minecraft:chicken, 10, 4, 4
1102, savanna, minecraft:savanna, CREATURE, minecraft:cow, 10, 4, 4
1103, savanna, minecraft:savanna, CREATURE, minecraft:horse, 10, 2, 6
1104, savanna, minecraft:savanna, CREATURE, minecraft:donkey, 10, 1, 1
1105, savanna, minecraft:savanna, CREATURE, naturalist:boar, 15, 4, 4
1106, savanna, minecraft:savanna, CREATURE, naturalist:cardinal, 10, 1, 4
1107, savanna, minecraft:savanna, CREATURE, naturalist:elephant, 10, 2, 3
1108, savanna, minecraft:savanna, CREATURE, naturalist:finch, 10, 1, 4
1109, savanna, minecraft:savanna, CREATURE, naturalist:giraffe, 10, 2, 4
1110, savanna, minecraft:savanna, CREATURE, naturalist:hippo, 15, 3, 4
1111, savanna, minecraft:savanna, CREATURE, naturalist:lion, 10, 3, 5
1112, savanna, minecraft:savanna, CREATURE, naturalist:lizard, 15, 1, 2
1113, savanna, minecraft:savanna, CREATURE, naturalist:rattlesnake, 10, 1, 1
1114, savanna, minecraft:savanna, CREATURE, naturalist:rhino, 15, 1, 3
1115, savanna, minecraft:savanna, CREATURE, naturalist:snail, 10, 1, 3
1116, savanna, minecraft:savanna, CREATURE, naturalist:vulture, 15, 2, 4
1117, savanna, minecraft:savanna, CREATURE, naturalist:zebra, 10, 2, 3
1118, savanna, minecraft:savanna, AMBIENT, minecraft:bat, 10, 8, 8
1119, savanna, minecraft:savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1120, private, minecraft:savanna_plateau, MONSTER, minecraft:spider, 80, 4, 4
1121, private, minecraft:savanna_plateau, MONSTER, minecraft:zombie, 80, 4, 4
1122, private, minecraft:savanna_plateau, MONSTER, minecraft:zombie_villager, 10, 1, 1
1123, private, minecraft:savanna_plateau, MONSTER, minecraft:skeleton, 80, 4, 4
1124, private, minecraft:savanna_plateau, MONSTER, minecraft:slime, 80, 4, 4
1125, private, minecraft:savanna_plateau, MONSTER, minecraft:witch, 10, 1, 1
1126, private, minecraft:savanna_plateau, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1127, private, minecraft:savanna_plateau, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1128, private, minecraft:savanna_plateau, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
1129, private, minecraft:savanna_plateau, MONSTER, endermanoverhaul:dark_oak_enderman, 10, 1, 4
1130, private, minecraft:savanna_plateau, MONSTER, endermanoverhaul:savanna_enderman, 10, 1, 4
1131, private, minecraft:savanna_plateau, MONSTER, creeperoverhaul:savannah_creeper, 75, 2, 2
1132, private, minecraft:savanna_plateau, CREATURE, minecraft:sheep, 12, 4, 4
1133, private, minecraft:savanna_plateau, CREATURE, minecraft:pig, 10, 4, 4
1134, private, minecraft:savanna_plateau, CREATURE, minecraft:chicken, 10, 4, 4
1135, private, minecraft:savanna_plateau, CREATURE, minecraft:cow, 10, 4, 4
1136, private, minecraft:savanna_plateau, CREATURE, minecraft:horse, 10, 2, 6
1137, private, minecraft:savanna_plateau, CREATURE, minecraft:donkey, 10, 1, 1
1138, private, minecraft:savanna_plateau, CREATURE, minecraft:llama, 10, 4, 4
1139, private, minecraft:savanna_plateau, CREATURE, naturalist:boar, 15, 4, 4
1140, private, minecraft:savanna_plateau, CREATURE, naturalist:cardinal, 10, 1, 4
1141, private, minecraft:savanna_plateau, CREATURE, naturalist:elephant, 10, 2, 3
1142, private, minecraft:savanna_plateau, CREATURE, naturalist:finch, 10, 1, 4
1143, private, minecraft:savanna_plateau, CREATURE, naturalist:giraffe, 10, 2, 4
1144, private, minecraft:savanna_plateau, CREATURE, naturalist:hippo, 15, 3, 4
1145, private, minecraft:savanna_plateau, CREATURE, naturalist:lion, 10, 3, 5
