"Registry name","Map color (hex)","Map color (int)"
"spectrum:ashen_blackslag","#FFFCF5","16776437"
"spectrum:attached_glistering_melon_stem","#007C00","31744"
"spectrum:axolotl_blue_head","#000000","0"
"spectrum:axolotl_blue_wall_head","#000000","0"
"spectrum:axolotl_cyan_head","#000000","0"
"spectrum:axolotl_cyan_wall_head","#000000","0"
"spectrum:axolotl_gold_head","#000000","0"
"spectrum:axolotl_gold_wall_head","#000000","0"
"spectrum:axolotl_idol","#D1B1A1","13742497"
"spectrum:axolotl_leucistic_head","#000000","0"
"spectrum:axolotl_leucistic_wall_head","#000000","0"
"spectrum:axolotl_wild_head","#000000","0"
"spectrum:axolotl_wild_wall_head","#000000","0"
"spectrum:azurite_block","#334CB2","3361970"
"spectrum:azurite_cluster","#334CB2","3361970"
"spectrum:azurite_ore","#707070","7368816"
"spectrum:basal_marble","#4C4C4C","5000268"
"spectrum:basal_marble_brick_slab","#4C4C4C","5000268"
"spectrum:basal_marble_brick_stairs","#4C4C4C","5000268"
"spectrum:basal_marble_brick_wall","#4C4C4C","5000268"
"spectrum:basal_marble_bricks","#4C4C4C","5000268"
"spectrum:basal_marble_pillar","#4C4C4C","5000268"
"spectrum:basal_marble_slab","#4C4C4C","5000268"
"spectrum:basal_marble_stairs","#4C4C4C","5000268"
"spectrum:basal_marble_tile_slab","#4C4C4C","5000268"
"spectrum:basal_marble_tile_stairs","#4C4C4C","5000268"
"spectrum:basal_marble_tile_wall","#4C4C4C","5000268"
"spectrum:basal_marble_tiles","#4C4C4C","5000268"
"spectrum:basal_marble_wall","#4C4C4C","5000268"
"spectrum:basalt_brick_slab","#191919","1644825"
"spectrum:basalt_brick_stairs","#191919","1644825"
"spectrum:basalt_brick_wall","#191919","1644825"
"spectrum:basalt_bricks","#191919","1644825"
"spectrum:basalt_shimmerstone_light","#000000","0"
"spectrum:basalt_tile_slab","#191919","1644825"
"spectrum:basalt_tile_stairs","#191919","1644825"
"spectrum:basalt_tile_wall","#191919","1644825"
"spectrum:basalt_tiles","#191919","1644825"
"spectrum:bat_head","#000000","0"
"spectrum:bat_idol","#D1B1A1","13742497"
"spectrum:bat_wall_head","#000000","0"
"spectrum:bedrock_anvil","#A7A7A7","10987431"
"spectrum:bedrock_storage_block","#707070","7368816"
"spectrum:bee_head","#000000","0"
"spectrum:bee_idol","#D1B1A1","13742497"
"spectrum:bee_wall_head","#000000","0"
"spectrum:bismuth_block","#3A8E8C","3837580"
"spectrum:bismuth_cluster","#3A8E8C","3837580"
"spectrum:black_block","#191919","1644825"
"spectrum:black_button","#191919","1644825"
"spectrum:black_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:black_fence","#191919","1644825"
"spectrum:black_fence_gate","#191919","1644825"
"spectrum:black_glowblock","#191919","1644825"
"spectrum:black_hole_chest","#191919","1644825"
"spectrum:black_lamp","#191919","1644825"
"spectrum:black_leaves","#191919","1644825"
"spectrum:black_log","#191919","1644825"
"spectrum:black_materia","#251610","2430480"
"spectrum:black_planks","#191919","1644825"
"spectrum:black_pressure_plate","#191919","1644825"
"spectrum:black_sapling","#191919","1644825"
"spectrum:black_slab","#191919","1644825"
"spectrum:black_sludge","#251610","2430480"
"spectrum:black_spirit_sallow_vines_body","#251610","2430480"
"spectrum:black_spirit_sallow_vines_head","#251610","2430480"
"spectrum:black_spore_blossom","#191919","1644825"
"spectrum:black_stairs","#191919","1644825"
"spectrum:black_wood","#191919","1644825"
"spectrum:blackslag","#4C4C4C","5000268"
"spectrum:blackslag_amethyst_ore","#4C4C4C","5000268"
"spectrum:blackslag_azurite_ore","#4C4C4C","5000268"
"spectrum:blackslag_brick_slab","#4C4C4C","5000268"
"spectrum:blackslag_brick_stairs","#4C4C4C","5000268"
"spectrum:blackslag_brick_wall","#4C4C4C","5000268"
"spectrum:blackslag_bricks","#4C4C4C","5000268"
"spectrum:blackslag_citrine_ore","#4C4C4C","5000268"
"spectrum:blackslag_coal_ore","#4C4C4C","5000268"
"spectrum:blackslag_copper_ore","#4C4C4C","5000268"
"spectrum:blackslag_diamond_ore","#4C4C4C","5000268"
"spectrum:blackslag_emerald_ore","#4C4C4C","5000268"
"spectrum:blackslag_gold_ore","#4C4C4C","5000268"
"spectrum:blackslag_iron_ore","#4C4C4C","5000268"
"spectrum:blackslag_lapis_ore","#4C4C4C","5000268"
"spectrum:blackslag_malachite_ore","#4C4C4C","5000268"
"spectrum:blackslag_moonstone_ore","#4C4C4C","5000268"
"spectrum:blackslag_onyx_ore","#4C4C4C","5000268"
"spectrum:blackslag_redstone_ore","#4C4C4C","5000268"
"spectrum:blackslag_shimmerstone_light","#000000","0"
"spectrum:blackslag_shimmerstone_ore","#4C4C4C","5000268"
"spectrum:blackslag_slab","#4C4C4C","5000268"
"spectrum:blackslag_stairs","#4C4C4C","5000268"
"spectrum:blackslag_tile_slab","#4C4C4C","5000268"
"spectrum:blackslag_tile_stairs","#4C4C4C","5000268"
"spectrum:blackslag_tile_wall","#4C4C4C","5000268"
"spectrum:blackslag_tiles","#4C4C4C","5000268"
"spectrum:blackslag_topaz_ore","#4C4C4C","5000268"
"spectrum:blackslag_wall","#4C4C4C","5000268"
"spectrum:blaze_head","#000000","0"
"spectrum:blaze_idol","#D1B1A1","13742497"
"spectrum:blaze_wall_head","#000000","0"
"spectrum:blazing_crystal","#D87F33","14188339"
"spectrum:block_breaker","#707070","7368816"
"spectrum:block_detector","#707070","7368816"
"spectrum:block_flooder","#A4A8B8","10791096"
"spectrum:block_placer","#707070","7368816"
"spectrum:blood_orchid","#007C00","31744"
"spectrum:bloodstone_block","#993333","10040115"
"spectrum:bloodstone_cluster","#993333","10040115"
"spectrum:blue_block","#334CB2","3361970"
"spectrum:blue_button","#334CB2","3361970"
"spectrum:blue_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:blue_fence","#334CB2","3361970"
"spectrum:blue_fence_gate","#334CB2","3361970"
"spectrum:blue_glowblock","#334CB2","3361970"
"spectrum:blue_lamp","#334CB2","3361970"
"spectrum:blue_leaves","#334CB2","3361970"
"spectrum:blue_log","#334CB2","3361970"
"spectrum:blue_planks","#334CB2","3361970"
"spectrum:blue_pressure_plate","#334CB2","3361970"
"spectrum:blue_sapling","#334CB2","3361970"
"spectrum:blue_slab","#334CB2","3361970"
"spectrum:blue_spore_blossom","#334CB2","3361970"
"spectrum:blue_stairs","#334CB2","3361970"
"spectrum:blue_wood","#334CB2","3361970"
"spectrum:bone_ash_brick_slab","#FFFFFF","16777215"
"spectrum:bone_ash_brick_stairs","#FFFFFF","16777215"
"spectrum:bone_ash_brick_wall","#FFFFFF","16777215"
"spectrum:bone_ash_bricks","#FFFFFF","16777215"
"spectrum:bone_ash_shingles","#FFFFFF","16777215"
"spectrum:bone_ash_tile_slab","#FFFFFF","16777215"
"spectrum:bone_ash_tile_stairs","#FFFFFF","16777215"
"spectrum:bone_ash_tile_wall","#FFFFFF","16777215"
"spectrum:bone_ash_tiles","#FFFFFF","16777215"
"spectrum:bottomless_bundle","#A0A0FF","10526975"
"spectrum:bristle_sprouts","#7FB238","8368696"
"spectrum:brown_block","#664C33","6704179"
"spectrum:brown_button","#664C33","6704179"
"spectrum:brown_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:brown_fence","#664C33","6704179"
"spectrum:brown_fence_gate","#664C33","6704179"
"spectrum:brown_glowblock","#664C33","6704179"
"spectrum:brown_lamp","#664C33","6704179"
"spectrum:brown_leaves","#664C33","6704179"
"spectrum:brown_log","#664C33","6704179"
"spectrum:brown_planks","#664C33","6704179"
"spectrum:brown_pressure_plate","#664C33","6704179"
"spectrum:brown_sapling","#664C33","6704179"
"spectrum:brown_slab","#664C33","6704179"
"spectrum:brown_spore_blossom","#664C33","6704179"
"spectrum:brown_stairs","#664C33","6704179"
"spectrum:brown_wood","#664C33","6704179"
"spectrum:budding_citrine","#E5E533","15066419"
"spectrum:budding_moonstone","#FFFFFF","16777215"
"spectrum:budding_onyx","#191919","1644825"
"spectrum:budding_topaz","#4C7F99","5013401"
"spectrum:buffer_node","#000000","0"
"spectrum:calcite_brick_slab","#D1B1A1","13742497"
"spectrum:calcite_brick_stairs","#D1B1A1","13742497"
"spectrum:calcite_brick_wall","#D1B1A1","13742497"
"spectrum:calcite_bricks","#D1B1A1","13742497"
"spectrum:calcite_shimmerstone_light","#000000","0"
"spectrum:calcite_slab","#D1B1A1","13742497"
"spectrum:calcite_stairs","#D1B1A1","13742497"
"spectrum:calcite_tile_slab","#D1B1A1","13742497"
"spectrum:calcite_tile_stairs","#D1B1A1","13742497"
"spectrum:calcite_tile_wall","#D1B1A1","13742497"
"spectrum:calcite_tiles","#D1B1A1","13742497"
"spectrum:calcite_wall","#D1B1A1","13742497"
"spectrum:camel_head","#000000","0"
"spectrum:camel_wall_head","#000000","0"
"spectrum:cat_head","#000000","0"
"spectrum:cat_idol","#D1B1A1","13742497"
"spectrum:cat_wall_head","#000000","0"
"spectrum:cave_spider_head","#000000","0"
"spectrum:cave_spider_wall_head","#000000","0"
"spectrum:chestnut_noxcap_block","#BD3031","12398641"
"spectrum:chestnut_noxcap_gills","#5CDBD5","6085589"
"spectrum:chestnut_noxcap_hyphae","#FFFCF5","16776437"
"spectrum:chestnut_noxcap_stem","#BD3031","12398641"
"spectrum:chestnut_noxshroom","#BD3031","12398641"
"spectrum:chestnut_noxwood_amphora","#BD3031","12398641"
"spectrum:chestnut_noxwood_beam","#BD3031","12398641"
"spectrum:chestnut_noxwood_button","#BD3031","12398641"
"spectrum:chestnut_noxwood_door","#BD3031","12398641"
"spectrum:chestnut_noxwood_fence","#BD3031","12398641"
"spectrum:chestnut_noxwood_fence_gate","#BD3031","12398641"
"spectrum:chestnut_noxwood_lamp","#A7A7A7","10987431"
"spectrum:chestnut_noxwood_lantern","#BD3031","12398641"
"spectrum:chestnut_noxwood_light","#BD3031","12398641"
"spectrum:chestnut_noxwood_planks","#BD3031","12398641"
"spectrum:chestnut_noxwood_pressure_plate","#BD3031","12398641"
"spectrum:chestnut_noxwood_slab","#BD3031","12398641"
"spectrum:chestnut_noxwood_stairs","#BD3031","12398641"
"spectrum:chestnut_noxwood_trapdoor","#BD3031","12398641"
"spectrum:chicken_head","#000000","0"
"spectrum:chicken_idol","#D1B1A1","13742497"
"spectrum:chicken_wall_head","#000000","0"
"spectrum:chiseled_polished_basalt","#191919","1644825"
"spectrum:chiseled_polished_blackslag","#4C4C4C","5000268"
"spectrum:chiseled_polished_calcite","#D1B1A1","13742497"
"spectrum:cinderhearth","#D1B1A1","13742497"
"spectrum:citrine_basalt_lamp","#191919","1644825"
"spectrum:citrine_block","#E5E533","15066419"
"spectrum:citrine_calcite_lamp","#D1B1A1","13742497"
"spectrum:citrine_chime","#E5E533","15066419"
"spectrum:citrine_chiseled_basalt","#191919","1644825"
"spectrum:citrine_chiseled_calcite","#D1B1A1","13742497"
"spectrum:citrine_cluster","#E5E533","15066419"
"spectrum:citrine_decostone","#E5E533","15066419"
"spectrum:citrine_glass","#E5E533","15066419"
"spectrum:citrine_glass_pane","#E5E533","15066419"
"spectrum:citrine_ore","#707070","7368816"
"spectrum:citrine_powder_block","#E5E533","15066419"
"spectrum:citrine_semi_permeable_glass","#E5E533","15066419"
"spectrum:citrine_storage_block","#E5E533","15066419"
"spectrum:citrine_sugar_stick","#E5E533","15066419"
"spectrum:clover","#007C00","31744"
"spectrum:coal_cluster","#191919","1644825"
"spectrum:cobbled_blackslag","#4C4C4C","5000268"
"spectrum:cobbled_blackslag_slab","#4C4C4C","5000268"
"spectrum:cobbled_blackslag_stairs","#4C4C4C","5000268"
"spectrum:cobbled_blackslag_wall","#4C4C4C","5000268"
"spectrum:color_picker","#D1B1A1","13742497"
"spectrum:colorful_shooting_star","#707070","7368816"
"spectrum:compacting_chest","#D1B1A1","13742497"
"spectrum:connection_node","#000000","0"
"spectrum:copper_cluster","#D87F33","14188339"
"spectrum:courier_statue","#A4A8B8","10791096"
"spectrum:cow_head","#000000","0"
"spectrum:cow_idol","#D1B1A1","13742497"
"spectrum:cow_wall_head","#000000","0"
"spectrum:cracked_basalt_bricks","#191919","1644825"
"spectrum:cracked_basalt_tiles","#191919","1644825"
"spectrum:cracked_blackslag_bricks","#4C4C4C","5000268"
"spectrum:cracked_blackslag_tiles","#4C4C4C","5000268"
"spectrum:cracked_calcite_bricks","#D1B1A1","13742497"
"spectrum:cracked_calcite_tiles","#D1B1A1","13742497"
"spectrum:cracked_dragonbone","#F7E9A3","16247203"
"spectrum:cracked_end_portal_frame","#A0A0FF","10526975"
"spectrum:creative_particle_spawner","#D1B1A1","13742497"
"spectrum:creeper_idol","#D1B1A1","13742497"
"spectrum:crystal_apothecary","#D1B1A1","13742497"
"spectrum:crystallarieum","#D1B1A1","13742497"
"spectrum:cyan_block","#4C7F99","5013401"
"spectrum:cyan_button","#4C7F99","5013401"
"spectrum:cyan_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:cyan_fence","#4C7F99","5013401"
"spectrum:cyan_fence_gate","#4C7F99","5013401"
"spectrum:cyan_glowblock","#4C7F99","5013401"
"spectrum:cyan_lamp","#4C7F99","5013401"
"spectrum:cyan_leaves","#4C7F99","5013401"
"spectrum:cyan_log","#4C7F99","5013401"
"spectrum:cyan_planks","#4C7F99","5013401"
"spectrum:cyan_pressure_plate","#4C7F99","5013401"
"spectrum:cyan_sapling","#4C7F99","5013401"
"spectrum:cyan_slab","#4C7F99","5013401"
"spectrum:cyan_spirit_sallow_vines_body","#4C7F99","5013401"
"spectrum:cyan_spirit_sallow_vines_head","#4C7F99","5013401"
"spectrum:cyan_spore_blossom","#4C7F99","5013401"
"spectrum:cyan_stairs","#4C7F99","5013401"
"spectrum:cyan_wood","#4C7F99","5013401"
"spectrum:decay_away","#976D4D","9923917"
"spectrum:decaying_light","#000000","0"
"spectrum:deep_light_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:deeper_down_portal","#191919","1644825"
"spectrum:deepslate_amethyst_ore","#646464","6579300"
"spectrum:deepslate_azurite_ore","#646464","6579300"
"spectrum:deepslate_citrine_ore","#646464","6579300"
"spectrum:deepslate_malachite_ore","#646464","6579300"
"spectrum:deepslate_moonstone_ore","#646464","6579300"
"spectrum:deepslate_onyx_ore","#646464","6579300"
"spectrum:deepslate_shimmerstone_light","#000000","0"
"spectrum:deepslate_shimmerstone_ore","#646464","6579300"
"spectrum:deepslate_topaz_ore","#646464","6579300"
"spectrum:diamond_cluster","#5CDBD5","6085589"
"spectrum:dike_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:dike_gate","#A4A8B8","10791096"
"spectrum:dike_gate_fountain","#A4A8B8","10791096"
"spectrum:diorite_shimmerstone_light","#000000","0"
"spectrum:dolphin_head","#000000","0"
"spectrum:dolphin_wall_head","#000000","0"
"spectrum:donkey_head","#000000","0"
"spectrum:donkey_wall_head","#000000","0"
"spectrum:doombloom","#7FB238","8368696"
"spectrum:downstone","#A4A8B8","10791096"
"spectrum:dragonbone","#F7E9A3","16247203"
"spectrum:dragonrot","#A0A0FF","10526975"
"spectrum:dream_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:dream_gate","#A4A8B8","10791096"
"spectrum:drowned_head","#000000","0"
"spectrum:drowned_wall_head","#000000","0"
"spectrum:ebony_noxcap_block","#251610","2430480"
"spectrum:ebony_noxcap_gills","#5CDBD5","6085589"
"spectrum:ebony_noxcap_hyphae","#251610","2430480"
"spectrum:ebony_noxcap_stem","#251610","2430480"
"spectrum:ebony_noxshroom","#251610","2430480"
"spectrum:ebony_noxwood_amphora","#251610","2430480"
"spectrum:ebony_noxwood_beam","#251610","2430480"
"spectrum:ebony_noxwood_button","#251610","2430480"
"spectrum:ebony_noxwood_door","#251610","2430480"
"spectrum:ebony_noxwood_fence","#251610","2430480"
"spectrum:ebony_noxwood_fence_gate","#251610","2430480"
"spectrum:ebony_noxwood_lamp","#A7A7A7","10987431"
"spectrum:ebony_noxwood_lantern","#251610","2430480"
"spectrum:ebony_noxwood_light","#251610","2430480"
"spectrum:ebony_noxwood_planks","#251610","2430480"
"spectrum:ebony_noxwood_pressure_plate","#251610","2430480"
"spectrum:ebony_noxwood_slab","#251610","2430480"
"spectrum:ebony_noxwood_stairs","#251610","2430480"
"spectrum:ebony_noxwood_trapdoor","#251610","2430480"
"spectrum:echo_cluster","#191919","1644825"
"spectrum:effulgent_bed","#993333","10040115"
"spectrum:effulgent_block","#993333","10040115"
"spectrum:effulgent_carpet","#993333","10040115"
"spectrum:effulgent_cushion","#993333","10040115"
"spectrum:egg_laying_wooly_pig_head","#000000","0"
"spectrum:egg_laying_wooly_pig_wall_head","#000000","0"
"spectrum:elder_guardian_head","#000000","0"
"spectrum:elder_guardian_wall_head","#000000","0"
"spectrum:emerald_cluster","#00D93A","55610"
"spectrum:enchanter","#D1B1A1","13742497"
"spectrum:ender_dragon_idol","#D1B1A1","13742497"
"spectrum:ender_dropper","#4C4C4C","5000268"
"spectrum:ender_glass","#7F3FB2","8339378"
"spectrum:ender_hopper","#4C4C4C","5000268"
"spectrum:enderman_head","#000000","0"
"spectrum:enderman_idol","#D1B1A1","13742497"
"spectrum:enderman_wall_head","#000000","0"
"spectrum:endermite_head","#000000","0"
"spectrum:endermite_idol","#D1B1A1","13742497"
"spectrum:endermite_wall_head","#000000","0"
"spectrum:entity_detector","#8F7748","9402184"
"spectrum:eraser_head","#000000","0"
"spectrum:eraser_wall_head","#000000","0"
"spectrum:ethereal_platform","#000000","0"
"spectrum:evoker_head","#000000","0"
"spectrum:evoker_idol","#D1B1A1","13742497"
"spectrum:evoker_wall_head","#000000","0"
"spectrum:exposed_polished_shale_clay","#4C4C4C","5000268"
"spectrum:exposed_polished_shale_clay_slab","#4C4C4C","5000268"
"spectrum:exposed_polished_shale_clay_stairs","#4C4C4C","5000268"
"spectrum:exposed_shale_clay_brick_slab","#4C4C4C","5000268"
"spectrum:exposed_shale_clay_brick_stairs","#4C4C4C","5000268"
"spectrum:exposed_shale_clay_bricks","#4C4C4C","5000268"
"spectrum:exposed_shale_clay_tile_slab","#4C4C4C","5000268"
"spectrum:exposed_shale_clay_tile_stairs","#4C4C4C","5000268"
"spectrum:exposed_shale_clay_tiles","#4C4C4C","5000268"
"spectrum:fading","#007C00","31744"
"spectrum:failing","#191919","1644825"
"spectrum:fiery_shooting_star","#707070","7368816"
"spectrum:fish_idol","#D1B1A1","13742497"
"spectrum:forfeiture","#191919","1644825"
"spectrum:four_leaf_clover","#007C00","31744"
"spectrum:fox_arctic_head","#000000","0"
"spectrum:fox_arctic_wall_head","#000000","0"
"spectrum:fox_head","#000000","0"
"spectrum:fox_idol","#D1B1A1","13742497"
"spectrum:fox_wall_head","#000000","0"
"spectrum:frog_cold_head","#000000","0"
"spectrum:frog_cold_wall_head","#000000","0"
"spectrum:frog_temperate_head","#000000","0"
"spectrum:frog_temperate_wall_head","#000000","0"
"spectrum:frog_warm_head","#000000","0"
"spectrum:frog_warm_wall_head","#000000","0"
"spectrum:frostbite_crystal","#A4A8B8","10791096"
"spectrum:fusion_shrine_basalt","#191919","1644825"
"spectrum:fusion_shrine_calcite","#D1B1A1","13742497"
"spectrum:gather_node","#000000","0"
"spectrum:gemstone_shooting_star","#707070","7368816"
"spectrum:ghast_head","#000000","0"
"spectrum:ghast_idol","#D1B1A1","13742497"
"spectrum:ghast_wall_head","#000000","0"
"spectrum:giant_moss_ball","#007C00","31744"
"spectrum:glistering_melon","#7FCC19","8375321"
"spectrum:glistering_melon_stem","#007C00","31744"
"spectrum:glistering_shooting_star","#707070","7368816"
"spectrum:glow_squid_head","#000000","0"
"spectrum:glow_squid_idol","#D1B1A1","13742497"
"spectrum:glow_squid_wall_head","#000000","0"
"spectrum:glowstone_cluster","#F7E9A3","16247203"
"spectrum:goat_head","#000000","0"
"spectrum:goat_idol","#D1B1A1","13742497"
"spectrum:goat_wall_head","#000000","0"
"spectrum:gold_cluster","#FAEE4D","16445005"
"spectrum:granite_shimmerstone_light","#000000","0"
"spectrum:gray_block","#4C4C4C","5000268"
"spectrum:gray_button","#4C4C4C","5000268"
"spectrum:gray_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:gray_fence","#4C4C4C","5000268"
"spectrum:gray_fence_gate","#4C4C4C","5000268"
"spectrum:gray_glowblock","#4C4C4C","5000268"
"spectrum:gray_lamp","#4C4C4C","5000268"
"spectrum:gray_leaves","#4C4C4C","5000268"
"spectrum:gray_log","#4C4C4C","5000268"
"spectrum:gray_planks","#4C4C4C","5000268"
"spectrum:gray_pressure_plate","#4C4C4C","5000268"
"spectrum:gray_sapling","#4C4C4C","5000268"
"spectrum:gray_slab","#4C4C4C","5000268"
"spectrum:gray_spore_blossom","#4C4C4C","5000268"
"spectrum:gray_stairs","#4C4C4C","5000268"
"spectrum:gray_wood","#4C4C4C","5000268"
"spectrum:green_block","#667F33","6717235"
"spectrum:green_button","#667F33","6717235"
"spectrum:green_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:green_fence","#667F33","6717235"
"spectrum:green_fence_gate","#667F33","6717235"
"spectrum:green_glowblock","#667F33","6717235"
"spectrum:green_lamp","#667F33","6717235"
"spectrum:green_leaves","#667F33","6717235"
"spectrum:green_log","#667F33","6717235"
"spectrum:green_planks","#667F33","6717235"
"spectrum:green_pressure_plate","#667F33","6717235"
"spectrum:green_sapling","#667F33","6717235"
"spectrum:green_slab","#667F33","6717235"
"spectrum:green_spore_blossom","#667F33","6717235"
"spectrum:green_stairs","#667F33","6717235"
"spectrum:green_wood","#667F33","6717235"
"spectrum:guardian_head","#000000","0"
"spectrum:guardian_idol","#D1B1A1","13742497"
"spectrum:guardian_wall_head","#000000","0"
"spectrum:heartbound_chest","#D1B1A1","13742497"
"spectrum:hoglin_head","#000000","0"
"spectrum:hoglin_wall_head","#000000","0"
"spectrum:horse_head","#000000","0"
"spectrum:horse_idol","#D1B1A1","13742497"
"spectrum:horse_wall_head","#000000","0"
"spectrum:hover_block","#5CDBD5","6085589"
"spectrum:humming_bell","#6699D8","6724056"
"spectrum:hummingstone","#F7E9A3","16247203"
"spectrum:hummingstone_glass","#F7E9A3","16247203"
"spectrum:hummingstone_glass_pane","#F7E9A3","16247203"
"spectrum:husk_head","#000000","0"
"spectrum:husk_wall_head","#000000","0"
"spectrum:illusioner_head","#000000","0"
"spectrum:illusioner_idol","#D1B1A1","13742497"
"spectrum:illusioner_wall_head","#000000","0"
"spectrum:incandescent_amalgam","#000000","0"
"spectrum:infested_blackslag","#4C4C4C","5000268"
"spectrum:invisible_wall","#A4A8B8","10791096"
"spectrum:iron_cluster","#A7A7A7","10987431"
"spectrum:iron_golem_head","#000000","0"
"spectrum:iron_golem_wall_head","#000000","0"
"spectrum:item_bowl_basalt","#191919","1644825"
"spectrum:item_bowl_calcite","#D1B1A1","13742497"
"spectrum:item_bowl_enlightenment","#A4A8B8","10791096"
"spectrum:item_detector","#8F7748","9402184"
"spectrum:item_roundel","#D1B1A1","13742497"
"spectrum:ivory_noxcap_block","#FFFCF5","16776437"
"spectrum:ivory_noxcap_gills","#5CDBD5","6085589"
"spectrum:ivory_noxcap_hyphae","#FFFCF5","16776437"
"spectrum:ivory_noxcap_stem","#FFFCF5","16776437"
"spectrum:ivory_noxshroom","#FFFCF5","16776437"
"spectrum:ivory_noxwood_amphora","#FFFCF5","16776437"
"spectrum:ivory_noxwood_beam","#FFFCF5","16776437"
"spectrum:ivory_noxwood_button","#FFFCF5","16776437"
"spectrum:ivory_noxwood_door","#FFFCF5","16776437"
"spectrum:ivory_noxwood_fence","#FFFCF5","16776437"
"spectrum:ivory_noxwood_fence_gate","#FFFCF5","16776437"
"spectrum:ivory_noxwood_lamp","#A7A7A7","10987431"
"spectrum:ivory_noxwood_lantern","#FFFCF5","16776437"
"spectrum:ivory_noxwood_light","#FFFCF5","16776437"
"spectrum:ivory_noxwood_planks","#FFFCF5","16776437"
"spectrum:ivory_noxwood_pressure_plate","#FFFCF5","16776437"
"spectrum:ivory_noxwood_slab","#FFFCF5","16776437"
"spectrum:ivory_noxwood_stairs","#FFFCF5","16776437"
"spectrum:ivory_noxwood_trapdoor","#FFFCF5","16776437"
"spectrum:jade_vine_bulb","#7FB238","8368696"
"spectrum:jade_vine_petal_block","#7FB238","8368696"
"spectrum:jade_vine_petal_carpet","#7FB238","8368696"
"spectrum:jade_vine_roots","#7FB238","8368696"
"spectrum:jade_vines","#7FB238","8368696"
"spectrum:jadeite_lotus_bulb","#191919","1644825"
"spectrum:jadeite_lotus_flower","#FFFFFF","16777215"
"spectrum:jadeite_lotus_stem","#191919","1644825"
"spectrum:jadeite_petal_block","#C7C7C7","13092807"
"spectrum:jadeite_petal_carpet","#C7C7C7","13092807"
"spectrum:kindling_head","#000000","0"
"spectrum:kindling_wall_head","#000000","0"
"spectrum:lapis_cluster","#4A80FF","4882687"
"spectrum:large_azurite_bud","#334CB2","3361970"
"spectrum:large_bismuth_bud","#3A8E8C","3837580"
"spectrum:large_bloodstone_bud","#993333","10040115"
"spectrum:large_citrine_bud","#E5E533","15066419"
"spectrum:large_coal_bud","#191919","1644825"
"spectrum:large_copper_bud","#D87F33","14188339"
"spectrum:large_diamond_bud","#5CDBD5","6085589"
"spectrum:large_echo_bud","#191919","1644825"
"spectrum:large_emerald_bud","#00D93A","55610"
"spectrum:large_glowstone_bud","#F7E9A3","16247203"
"spectrum:large_gold_bud","#FAEE4D","16445005"
"spectrum:large_iron_bud","#A7A7A7","10987431"
"spectrum:large_lapis_bud","#4A80FF","4882687"
"spectrum:large_malachite_bud","#00D93A","55610"
"spectrum:large_moonstone_bud","#FFFFFF","16777215"
"spectrum:large_netherite_scrap_bud","#191919","1644825"
"spectrum:large_onyx_bud","#191919","1644825"
"spectrum:large_prismarine_bud","#191919","1644825"
"spectrum:large_quartz_bud","#FFFCF5","16776437"
"spectrum:large_redstone_bud","#FF0000","16711680"
"spectrum:large_topaz_bud","#4C7F99","5013401"
"spectrum:lava_sponge","#D87F33","14188339"
"spectrum:light_blue_block","#6699D8","6724056"
"spectrum:light_blue_button","#6699D8","6724056"
"spectrum:light_blue_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:light_blue_fence","#6699D8","6724056"
"spectrum:light_blue_fence_gate","#6699D8","6724056"
"spectrum:light_blue_glowblock","#6699D8","6724056"
"spectrum:light_blue_lamp","#6699D8","6724056"
"spectrum:light_blue_leaves","#6699D8","6724056"
"spectrum:light_blue_log","#6699D8","6724056"
"spectrum:light_blue_planks","#6699D8","6724056"
"spectrum:light_blue_pressure_plate","#6699D8","6724056"
"spectrum:light_blue_sapling","#6699D8","6724056"
"spectrum:light_blue_slab","#6699D8","6724056"
"spectrum:light_blue_spore_blossom","#6699D8","6724056"
"spectrum:light_blue_stairs","#6699D8","6724056"
"spectrum:light_blue_wood","#6699D8","6724056"
"spectrum:light_gray_block","#999999","10066329"
"spectrum:light_gray_button","#999999","10066329"
"spectrum:light_gray_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:light_gray_fence","#999999","10066329"
"spectrum:light_gray_fence_gate","#999999","10066329"
"spectrum:light_gray_glowblock","#999999","10066329"
"spectrum:light_gray_lamp","#999999","10066329"
"spectrum:light_gray_leaves","#999999","10066329"
"spectrum:light_gray_log","#999999","10066329"
"spectrum:light_gray_planks","#999999","10066329"
"spectrum:light_gray_pressure_plate","#999999","10066329"
"spectrum:light_gray_sapling","#999999","10066329"
"spectrum:light_gray_slab","#999999","10066329"
"spectrum:light_gray_spore_blossom","#999999","10066329"
"spectrum:light_gray_stairs","#999999","10066329"
"spectrum:light_gray_wood","#999999","10066329"
"spectrum:light_level_detector","#8F7748","9402184"
"spectrum:lime_block","#7FCC19","8375321"
