"ID","Registry name","Tags"
57,"minecraft:small_end_islands","c:is_cold, nova_structures:collections/end, wabi_sabi_structures:has_structure/ender_claw, c:is_end, c:in_the_end, mostructures:collections/end_voids, c:is_dry/end, minecraft:is_end, nova_structures:collections/end_voids, endermanoverhaul:end_spawns, minecraft:spawns_cold_variant_frogs, c:is_cold/end, c:is_dry"
58,"minecraft:snowy_beach","nova_structures:collections/overworld, minecraft:has_structure/portal_deepslate, nova_structures:collections/illager_camps, c:is_cold/overworld, rottencreatures:can_dead_beard_spawn_on, wabi_sabi_structures:has_structure/wandering_trader_cart_cold, minecraft:spawns_white_rabbits, spectrum:has_structure/preservation_ruins, c:is_cold, mostructures:collections/beaches, endermanoverhaul:all_spawns, endermanoverhaul:snowy_spawns, mostructures:has_structure/air_balloon, minecraft:has_structure/shipwreck_beached, c:is_overworld, spectral_seas:no_amethyst, mostructures:has_structure/moai, philipsruins:has_structure/ancient_dungeon_biomes, c:is_beach, supplementaries:has_wild_flax, c:in_overworld, minecraft:spawns_snow_foxes, mostructures:has_structure/lighthouse, nova_structures:illager_hideout, minecraft:is_overworld, c:beach, wabi_sabi_structures:has_structure/monster_egg, wabi_sabi_structures:has_structure/bat_monolith, supplementaries:has_cave_urns, naturalist:has_coral_snake, minecraft:has_structure/buried_treasure, naturalist:has_bluejay, minecraft:is_beach, nova_structures:collections/beaches, wabi_sabi_structures:has_structure/lighthouse, minecraft:has_structure/mineshaft, endermanoverhaul:cave_spawns, spectrum:has_structure/pedestal_ruins, frycmobvariants:frozen_zombie_spawn_biomes, wabi_sabi_structures:has_structure/sphinx_hidey_hole_icy, mvs:has_structure/beach_biomes, rottencreatures:can_undead_miner_spawn_on, c:is_snowy, mostructures:has_structure/the_castle_in_the_sky, hybrid-aquatic:bottle_spawn_biomes, towns_and_towers:has_structure/pillager_outpost_snowy_beach, c:snowy, supplementaries:has_way_signs, minecraft:spawns_cold_variant_frogs"
59,"minecraft:snowy_plains","formationsoverworld:has_structure/small_statue, forsaken:has_structure/homes/snowy, minecraft:has_structure/igloo, philipsruins:has_structure/ancient_dungeon_biomes, formationsoverworld:has_structure/graveyard, philipsruins:has_structure/field_stone_ruins_rocks_biomes, c:is_cold, formationsoverworld:has_structure/hobbit_hole, philipsruins:has_structure/ancient_towers_biomes, rottencreatures:can_glacial_hunter_spawn_on, mostructures:collections/snowy_plains, c:is_cold/overworld, formationsoverworld:has_structure/tiny_house, endermanoverhaul:all_spawns, wabi_sabi_structures:has_structure/frost_reactor_plant, c:is_plains, minecraft:has_structure/stronghold, minecraft:spawns_cold_variant_frogs, supplementaries:has_cave_urns, endermanoverhaul:snowy_spawns, towns_and_towers:has_structure/pillager_outpost_snowy_plains, formationsoverworld:has_structure/stone_tower, c:in_overworld, c:is_snowy, formationsoverworld:has_structure/fountain, formationsoverworld:has_structure/stone_ore_spikes, spectral_seas:no_amethyst, nova_structures:collections/snowy_plains, formationsoverworld:has_structure/copper_spire, minecraft:spawns_snow_foxes, spectrum:has_structure/preservation_ruins, c:climate_cold, nova_structures:collections/snowy_structures, nova_structures:collections/illager_camps, c:is_snowy_plains, totw_reworked:has_structure/ice_tower, wabi_sabi_structures:has_structure/wandering_trader_cart_cold, minecraft:has_structure/mineshaft, c:is_wasteland, c:snowy_plains, minecraft:is_overworld, c:is_overworld, wabi_sabi_structures:has_structure/monster_egg, wabi_sabi_structures:has_structure/bat_monolith, minecraft:stronghold_biased_to, supplementaries:has_way_signs, formationsoverworld:has_structure/tower_remnant, nova_structures:illager_hideout, minecraft:has_structure/portal_deepslate, philipsruins:has_structure/start_nether_ruin_biomes, endermanoverhaul:cave_spawns, minecraft:spawns_white_rabbits, supplementaries:has_wild_flax, rottencreatures:can_undead_miner_spawn_on, philipsruins:has_structure/lost_soul_city_biomes, formationsoverworld:has_structure/well, betterstrongholds:has_structure/better_stronghold, nova_structures:collections/overworld, wabi_sabi_structures:has_structure/spruce_berry_farm, rottencreatures:can_frostbitten_spawn_on, frycmobvariants:frozen_zombie_spawn_biomes, philipsruins:has_structure/ancient_crypt_biomes, c:snowy, philipsruins:has_structure/ancient_ruins_biomes, naturalist:has_bluejay, formationsoverworld:has_structure/wagon, philipsruins:has_structure/bone_dungeon_biomes, spectrum:has_structure/pedestal_ruins, formationsoverworld:has_structure/small_house, minecraft:has_structure/village_snowy"
60,"minecraft:snowy_slopes","spectrum:has_structure/pedestal_ruins, naturalist:has_robin, minecraft:is_mountain, naturalist:has_bluejay, totw_reworked:has_structure/derelict_grass_tower, minecraft:has_structure/portal_deepslate, towns_and_towers:has_structure/pillager_outpost_snowy_slopes, c:is_slope, philipsruins:has_structure/ancient_towers_biomes, formationsoverworld:has_structure/stone_ore_spikes, c:mountain_slope, minecraft:spawns_white_rabbits, minecraft:has_structure/mineshaft, wabi_sabi_structures:has_structure/spruce_berry_farm, supplementaries:has_cave_urns, rottencreatures:can_frostbitten_spawn_on, minecraft:stronghold_biased_to, c:is_cold/overworld, mostructures:collections/mountains, c:is_sparse, endermanoverhaul:all_spawns, minecraft:has_structure/stronghold, philipsruins:has_structure/ancient_dungeon_biomes, nova_structures:collections/overworld, philipsruins:has_structure/bone_dungeon_biomes, rottencreatures:can_glacial_hunter_spawn_on, spectral_seas:no_amethyst, wabi_sabi_structures:has_structure/wandering_trader_cart_cold, naturalist:has_canary, c:is_sparse_vegetation, endermanoverhaul:cave_spawns, minecraft:spawns_cold_variant_frogs, naturalist:has_snail, c:in_overworld, totw_reworked:has_structure/derelict_tower, c:is_sparse/overworld, c:mountain, c:is_snowy, minecraft:increased_fire_burnout, c:snowy, totw_reworked:has_structure/ice_tower, mvs:has_structure/mountain_biomes, nova_structures:collections/snowy_mountains, endermanoverhaul:snowy_spawns, supplementaries:has_wild_flax, spectrum:colored_trees_generating_in, c:is_cold, towns_and_towers:has_structure/village_snowy_slopes_inn, betterstrongholds:has_structure/better_stronghold, c:is_sparse_vegetation/overworld, wabi_sabi_structures:has_structure/bat_monolith, minecraft:spawns_snow_foxes, wabi_sabi_structures:has_structure/monster_egg, philipsruins:has_structure/ancient_ruins_biomes, philipsruins:has_structure/lost_soul_city_biomes, rottencreatures:can_undead_miner_spawn_on, totw_reworked:has_structure/regular_tower, minecraft:has_structure/igloo, c:is_overworld, supplementaries:has_way_signs, c:is_mountain/slope, mostructures:collections/snowy_mountains, formationsoverworld:has_structure/stone_tower, spectrum:has_structure/preservation_ruins, nova_structures:collections/mountains, minecraft:is_overworld, c:is_mountain"
61,"minecraft:snowy_taiga","minecraft:has_structure/igloo, wabi_sabi_structures:has_structure/bat_monolith, spectrum:has_structure/pedestal_ruins, wabi_sabi_structures:has_structure/spruce_berry_farm, minecraft:stronghold_biased_to, formationsoverworld:has_structure/wagon, formationsoverworld:has_structure/small_house, minecraft:spawns_snow_foxes, formationsoverworld:has_structure/copper_spire, nova_structures:collections/stronghold_related_ruins_biomes, minecraft:has_structure/portal_deepslate, formationsoverworld:has_structure/stone_ore_spikes, nova_structures:collections/snowy_structures, philipsruins:has_structure/field_stone_ruins_rocks_biomes, wabi_sabi_structures:has_structure/spruce_cabin, mvs:has_structure/snowy_biomes, formationsoverworld:has_structure/log_shelter, c:is_cold, c:is_snowy, rottencreatures:can_undead_miner_spawn_on, formationsoverworld:has_structure/tower_remnant, formationsoverworld:has_structure/small_statue, minecraft:is_taiga, mostructures:collections/snowy_forests, c:is_tree/coniferous, formationsoverworld:has_structure/fountain, rottencreatures:can_glacial_hunter_spawn_on, c:climate_cold, c:is_taiga, endermanoverhaul:snowy_spawns, formationsoverworld:has_structure/hobbit_hole, nova_structures:collections/snowy_forests, nova_structures:collection/stronghold_related_ruins_biomes, supplementaries:has_way_signs, towns_and_towers:has_structure/village_snowy_taiga_viking, naturalist:has_bear, mvs:has_structure/taiga_biomes, minecraft:is_overworld, formationsoverworld:has_structure/meteor, endermanoverhaul:all_spawns, totw_reworked:has_structure/ice_tower, spectral_seas:no_amethyst, towns_and_towers:has_structure/pillager_outpost_snowy_taiga, minecraft:spawns_cold_variant_frogs, supplementaries:has_wild_flax, c:is_overworld, spectrum:has_structure/preservation_ruins, spectrum:colored_trees_generating_in, naturalist:has_bluejay, philipsruins:has_structure/ancient_ruins_biomes, philipsruins:has_structure/ancient_towers_biomes, c:is_coniferous, philipsruins:has_structure/bone_dungeon_biomes, minecraft:has_structure/mineshaft, formationsoverworld:has_structure/tiny_house, minecraft:has_structure/stronghold, rottencreatures:can_frostbitten_spawn_on, c:snowy, formationsoverworld:has_structure/well, minecraft:spawns_white_rabbits, frycmobvariants:frozen_zombie_spawn_biomes, supplementaries:has_cave_urns, c:tree_coniferous, nova_structures:illager_hideout, nova_structures:collections/illager_camps, formationsoverworld:has_structure/witch_tower, betterstrongholds:has_structure/better_stronghold, c:taiga, mvs:has_structure/overworld_biomes, wabi_sabi_structures:has_structure/monster_egg, c:is_cold/overworld, nova_structures:collections/overworld, philipsruins:has_structure/lost_soul_city_biomes, philipsruins:has_structure/ancient_dungeon_biomes, philipsruins:has_structure/pumpkin_ruins_biomes, minecraft:has_structure/trail_ruins, wabi_sabi_structures:has_structure/wandering_trader_cart_cold, c:in_overworld, endermanoverhaul:cave_spawns"
62,"minecraft:soul_sand_valley","minecraft:snow_golem_melts, endermanoverhaul:all_spawns, minecraft:has_structure/ruined_portal_nether, wabi_sabi_structures:has_structure/basalt_factory_ruin, wabi_sabi_structures:has_structure/obsidian_egg, mvs:has_structure/nether_biomes, c:is_dry/overworld, minecraft:has_structure/nether_fossil, minecraft:spawns_warm_variant_frogs, c:in_nether, c:is_hot/overworld, c:is_hot, c:is_dry/nether, minecraft:has_structure/nether_fortress, c:is_dry, c:is_hot/nether, c:climate_hot, mostructures:collections/nether, endermanoverhaul:soulsand_valley_spawns, philipsruins:has_structure/nether_structures_biomes, c:climate_dry, nova_structures:collections/nether, philipsruins:has_structure/start_nether_dungeon_biomes, mostructures:collections/nether_souls, c:is_nether, minecraft:is_nether, minecraft:has_structure/bastion_remnant, nova_structures:collections/nether_souls"
63,"minecraft:sparse_jungle","totw_reworked:has_structure/jungle_tower, forsaken:has_structure/wells/pump/bamboo, philipsruins:has_structure/ancient_dungeon_biomes, c:tree_jungle, nova_structures:collections/light_jungles, philipsruins:has_structure/field_stone_ruins_rocks_biomes, formationsoverworld:has_structure/tiny_house, mvs:has_structure/jungle_biomes, c:climate_hot, minecraft:has_structure/stronghold, c:is_dense_vegetation/overworld, c:is_rare, mostructures:has_structure/jungle_pyramid, formationsoverworld:has_structure/large_temple, supplementaries:has_cave_urns, naturalist:has_hippo, c:is_wet, c:in_overworld, formationsoverworld:has_structure/small_temple, frycmobvariants:explorer_spawn_biomes, c:is_hot/overworld, formationsoverworld:has_structure/fountain, towns_and_towers:has_structure/village_sparse_jungle_polynesian, towns_and_towers:has_structure/pillager_outpost_sparse_jungle, spectral_seas:no_amethyst, mvs:has_structure/overworld_biomes, spectrum:has_structure/preservation_ruins, formationsoverworld:has_structure/meteor, frycmobvariants:tropical_spider_spawn_biomes, naturalist:has_tortoise, nova_structures:collections/illager_camps, wabi_sabi_structures:has_structure/wandering_trader_cart_temperate, minecraft:has_structure/mineshaft, mostructures:collections/jungles, minecraft:spawns_warm_variant_frogs, c:is_wet/overworld, spectrum:colored_trees_generating_in, c:is_tree/jungle, wabi_sabi_structures:has_structure/memorial_of_tonkis, nova_structures:collections/jungles, minecraft:is_overworld, wabi_sabi_structures:has_structure/monster_egg, wabi_sabi_structures:has_structure/bat_monolith, minecraft:stronghold_biased_to, c:is_overworld, formationsoverworld:has_structure/mesoamerican_temple, supplementaries:has_way_signs, c:is_hot, nova_structures:illager_hideout, minecraft:has_structure/portal_deepslate, philipsruins:has_structure/start_nether_ruin_biomes, naturalist:has_coral_snake, hybrid-aquatic:jungle, supplementaries:has_wild_flax, rottencreatures:can_undead_miner_spawn_on, formationsoverworld:has_structure/witch_tower, c:is_dense_vegetation, philipsruins:has_structure/lost_soul_city_biomes, wabi_sabi_structures:has_structure/spider_cellar, c:vegetation_dense, betterstrongholds:has_structure/better_stronghold, nova_structures:collections/overworld, minecraft:is_jungle, c:is_jungle, naturalist:has_lizard, c:jungle, philipsruins:has_structure/bone_dungeon_biomes, spectrum:has_structure/pedestal_ruins, formationsoverworld:has_structure/small_house, c:climate_wet"
64,"minecraft:stony_peaks","minecraft:is_overworld, philipsruins:has_structure/ancient_ruins_biomes, formationsoverworld:has_structure/stone_ore_spikes, c:is_hot, supplementaries:has_way_signs, minecraft:stronghold_biased_to, totw_reworked:has_structure/regular_tower, formationsoverworld:has_structure/stone_tower, supplementaries:has_wild_flax, totw_reworked:has_structure/derelict_grass_tower, c:is_overworld, wabi_sabi_structures:has_structure/lumpy_tower, philipsruins:has_structure/ancient_towers_biomes, rottencreatures:can_undead_miner_spawn_on, nova_structures:collections/overworld, naturalist:has_canary, spectrum:colored_trees_generating_in, spectrum:has_structure/pedestal_ruins, wabi_sabi_structures:has_structure/bat_monolith, nova_structures:collections/mountains, philipsruins:has_structure/ancient_dungeon_biomes, c:is_mountain/peak, c:climate_hot, betterstrongholds:has_structure/better_stronghold, spectrum:has_structure/preservation_ruins, mvs:has_structure/mountain_biomes, minecraft:has_structure/portal_deepslate, minecraft:has_structure/mineshaft, minecraft:is_mountain, c:is_hot/overworld, totw_reworked:has_structure/derelict_tower, c:is_peak, wabi_sabi_structures:has_structure/moss_blob, c:mountain_peak, c:in_overworld, minecraft:has_structure/stronghold, c:is_mountain, supplementaries:has_cave_urns, c:mountain, naturalist:has_snail, spectral_seas:no_amethyst, naturalist:has_robin, mostructures:collections/mountains, wabi_sabi_structures:has_structure/monster_egg, philipsruins:has_structure/lost_soul_city_biomes, philipsruins:has_structure/bone_dungeon_biomes"
65,"minecraft:stony_shore","minecraft:has_structure/mineshaft, c:is_temperate/overworld, nova_structures:collections/stony_shores, minecraft:is_overworld, c:is_overworld, wabi_sabi_structures:has_structure/bat_monolith, wabi_sabi_structures:has_structure/monster_egg, wabi_sabi_structures:has_structure/concrete_mill_ruins_shore, c:climate_temperate, hybrid-aquatic:rocky_beaches, philipsruins:has_structure/ancient_dungeon_biomes, supplementaries:has_way_signs, c:is_stony_shores, minecraft:has_structure/portal_deepslate, c:stony_shores, naturalist:has_coral_snake, nova_structures:collections/beaches, rottencreatures:can_undead_miner_spawn_on, supplementaries:has_wild_flax, pesky_seagulls:seagull_spawn_biomes, c:is_temperate, c:beach, philipsruins:has_structure/lost_soul_city_biomes, supplementaries:has_cave_urns, betterstrongholds:has_structure/better_stronghold, nova_structures:collections/overworld, c:in_overworld, spectral_seas:no_amethyst, wabi_sabi_structures:has_structure/lighthouse, spectrum:has_structure/preservation_ruins, philipsruins:has_structure/bone_dungeon_biomes, mvs:has_structure/stony_shore_biomes, spectrum:has_structure/pedestal_ruins, philipsruins:has_structure/level_two_ruins_biomes, mostructures:collections/stony_shores"
66,"minecraft:sunflower_plains","wabi_sabi_structures:has_structure/monster_egg, c:is_overworld, naturalist:has_snail, nova_structures:collections/stronghold_related_ruins_biomes, nova_structures:collections/oak_structure_biomes, c:is_dense_vegetation/overworld, spectrum:has_structure/pedestal_ruins, mostructures:has_structure/killer_bunny_castle, spectrum:has_structure/preservation_ruins, totw_reworked:has_structure/regular_tower, c:is_temperate/overworld, nova_structures:collections/illager_camps, c:floral, nova_structures:collection/stronghold_related_ruins_biomes, mostructures:has_structure/villager_tower, mostructures:has_structure/tavern, rottencreatures:can_undead_miner_spawn_on, forsaken:has_structure/wells/washhouse, forsaken:has_structure/wells/rustic/oak, nova_structures:collections/floral, supplementaries:has_way_signs, c:is_temperate, formationsoverworld:has_structure/wagon, philipsruins:has_structure/start_nether_ruin_biomes, formationsoverworld:has_structure/fountain, c:in_overworld, wabi_sabi_structures:has_structure/bat_monolith, c:is_rare, philipsruins:has_structure/field_stone_ruins_rocks_biomes, philipsruins:has_structure/ancient_crypt_biomes, nova_structures:illager_hideout, naturalist:has_sparrow, philipsruins:has_structure/ancient_ruins_biomes, naturalist:has_snake, philipsruins:has_structure/lost_soul_city_biomes, endermanoverhaul:flower_fields_spawns, betterstrongholds:has_structure/better_stronghold, mostructures:has_structure/pillager_factory, c:is_floral, c:is_dense_vegetation, nova_structures:collections/overworld, minecraft:has_structure/mineshaft, c:vegetation_dense, c:plains, nova_structures:has_structure/ruin_town, wabi_sabi_structures:has_structure/water_tower_oak, minecraft:has_structure/portal_deepslate, endermanoverhaul:all_spawns, nova_structures:collections/plains, forsaken:has_structure/wells/pump/cobble, mostructures:has_structure/plains_abandoned_church, philipsruins:has_structure/ancient_dungeon_biomes, forsaken:has_structure/wells/pit/cobble, wabi_sabi_structures:has_structure/abandoned_small_castle, philipsruins:has_structure/ancient_towers_biomes, totw_reworked:has_structure/derelict_grass_tower, mostructures:has_structure/barn_house, endermanoverhaul:cave_spawns, minecraft:has_structure/stronghold, supplementaries:has_wild_flax, c:is_plains, philipsruins:has_structure/bone_dungeon_biomes, c:climate_temperate, naturalist:has_robin, mostructures:collections/plains, towns_and_towers:has_structure/pillager_outpost_sunflower_plains, mostructures:has_structure/villager_market, supplementaries:has_cave_urns, minecraft:stronghold_biased_to, mostructures:has_structure/pillager_mines, minecraft:is_overworld, spectral_seas:no_amethyst, spectrum:clover_generating_in, towns_and_towers:has_structure/village_sunflower_plains_farm"
67,"minecraft:swamp","naturalist:has_cardinal, naturalist:has_bass, c:is_hot, minecraft:has_structure/portal_deepslate, supplementaries:has_wild_flax, naturalist:has_catfish, endermanoverhaul:swamp_spawns, endermanoverhaul:cave_spawns, towns_and_towers:has_structure/village_swamp_boat, wabi_sabi_structures:has_structure/monster_egg, c:is_wet, naturalist:has_snail, mostructures:collections/swamps, mvs:has_structure/swampy_biomes, philipsruins:has_structure/lost_soul_city_biomes, spectrum:has_structure/pedestal_ruins, wabi_sabi_structures:has_structure/bat_monolith, philipsruins:has_structure/ancient_dungeon_biomes, philipsruins:has_structure/bone_dungeon_biomes, wabi_sabi_structures:has_structure/effigy_patch_swamp, supplementaries:has_way_signs, wabi_sabi_structures:has_structure/rot_tree, philipsruins:has_structure/level_two_ruins_biomes, naturalist:has_duck, philipsruins:has_structure/ancient_crypt_biomes, totw_reworked:has_structure/derelict_grass_tower, philipsruins:has_structure/ancient_towers_biomes, rottencreatures:can_undead_miner_spawn_on, nova_structures:collections/overworld, philipsruins:has_structure/field_stone_ruins_rocks_biomes, minecraft:allows_surface_slime_spawns, supplementaries:has_cave_urns, naturalist:has_dragonfly, spectral_seas:no_amethyst, c:swamp, frycmobvariants:bloated_corpse_spawn_biomes, naturalist:has_alligator, minecraft:has_structure/swamp_hut, naturalist:has_snake, c:is_swamp, naturalist:has_tortoise, minecraft:increased_fire_burnout, ribbits:has_structure/ribbit_village, nova_structures:collections/swamps, minecraft:water_on_map_outlines, minecraft:is_overworld, betterstrongholds:has_structure/better_stronghold, spectrum:has_structure/preservation_ruins, minecraft:has_closer_water_fog, philipsruins:has_structure/ancient_ruins_biomes, c:is_temperate/overworld, endermanoverhaul:all_spawns, minecraft:has_structure/mineshaft, c:climate_temperate, c:is_temperate, c:is_hot/overworld, c:is_wet/overworld, philipsruins:has_structure/start_nether_ruin_biomes, totw_reworked:has_structure/regular_tower, hybrid-aquatic:swamp, spectrum:quitoxic_reeds_generating_in, c:is_overworld, c:in_overworld, towns_and_towers:has_structure/pillager_outpost_swamp, wabi_sabi_structures:has_structure/mushroom_house, c:climate_wet, philipsruins:has_structure/pumpkin_ruins_biomes, naturalist:has_lizard, wabi_sabi_structures:has_structure/beetroot_patch"
68,"minecraft:taiga","wabi_sabi_structures:has_structure/spruce_berry_farm, minecraft:is_taiga, c:tree_coniferous, forsaken:has_structure/homes/spruce, spectrum:has_structure/pedestal_ruins, formationsoverworld:has_structure/tiny_house, totw_reworked:has_structure/derelict_grass_tower, wabi_sabi_structures:has_structure/spruce_cabin, formationsoverworld:has_structure/tower_remnant, formationsoverworld:has_structure/well, formationsoverworld:has_structure/stone_ore_spikes, formationsoverworld:has_structure/hobbit_hole, formationsoverworld:has_structure/small_house, c:is_taiga, towns_and_towers:has_structure/pillager_outpost_taiga, wabi_sabi_structures:has_structure/bat_monolith, c:is_overworld, philipsruins:has_structure/bone_dungeon_biomes, supplementaries:has_way_signs, wabi_sabi_structures:has_structure/rot_tree, nova_structures:collections/taiga, nova_structures:collection/stronghold_related_ruins_biomes, formationsoverworld:has_structure/log_shelter, nova_structures:collections/overworld, mostructures:has_structure/pillager_factory, wabi_sabi_structures:has_structure/monster_egg, c:is_cold, philipsruins:has_structure/lost_soul_city_biomes, minecraft:has_structure/village_taiga, mvs:has_structure/taiga_biomes, spectrum:colored_trees_generating_in, philipsruins:has_structure/pumpkin_ruins_biomes, naturalist:has_bluejay, philipsruins:has_structure/ancient_ruins_biomes, minecraft:has_structure/trail_ruins, formationsoverworld:has_structure/fountain, wabi_sabi_structures:has_structure/pumpkin_patch, formationsoverworld:has_structure/meteor, naturalist:has_bear, betterstrongholds:has_structure/better_stronghold, spectral_seas:no_amethyst, nova_structures:has_structure/ruin_town, formationsoverworld:has_structure/witch_tower, supplementaries:has_cave_urns, supplementaries:has_wild_flax, forsaken:has_structure/wells/rustic/spruce, c:is_tree/coniferous, philipsruins:has_structure/ancient_towers_biomes, mostructures:has_structure/taiga_abandoned_church, minecraft:has_structure/mineshaft, rottencreatures:can_undead_miner_spawn_on, mvs:has_structure/overworld_biomes, mostructures:collections/taigas, formationsoverworld:has_structure/copper_spire, minecraft:has_structure/stronghold, philipsruins:has_structure/field_stone_ruins_rocks_biomes, nova_structures:illager_hideout, formationsoverworld:has_structure/small_statue, wabi_sabi_structures:has_structure/old_tiny_house, nova_structures:collections/stronghold_related_ruins_biomes, c:is_cold/overworld, totw_reworked:has_structure/regular_tower, spectrum:has_structure/preservation_ruins, minecraft:stronghold_biased_to, minecraft:has_structure/portal_deepslate, c:taiga, nova_structures:collections/illager_camps, c:is_coniferous, nova_structures:collections/any_taiga, c:climate_cold, philipsruins:has_structure/ancient_dungeon_biomes, c:in_overworld, minecraft:is_overworld, formationsoverworld:has_structure/wagon, mostructures:has_structure/pillager_mines"
69,"minecraft:the_end","minecraft:spawns_cold_variant_frogs, c:is_cold, nova_structures:collections/end, c:is_dry/end, minecraft:is_end, endermanoverhaul:end_spawns, c:is_end, c:is_dry, c:in_the_end, c:is_cold/end"
70,"minecraft:the_void","minecraft:without_wandering_trader_spawns, c:is_void, c:void"
71,"minecraft:warm_ocean","c:is_ocean, nova_structures:collections/overworld, nova_structures:collections/oceans, c:ocean, c:climate_wet, minecraft:is_ocean, c:is_wet, spectrum:has_structure/preservation_ruins, c:is_hot, frycmobvariants:corsair_spawn_biomes, hybrid-aquatic:reef, minecraft:produces_corals_from_bonemeal, c:is_wet/overworld, endermanoverhaul:all_spawns, c:is_shallow_ocean, zhopo:has_structure/underwater_warm_small_ruins, c:is_overworld, spectral_seas:no_amethyst, c:is_aquatic, philipsruins:has_structure/ancient_dungeon_biomes, towns_and_towers:has_structure/shallow_oceans_wreckage, supplementaries:has_wild_flax, spectrum:mermaids_brushes_generating_in, c:in_overworld, minecraft:is_overworld, wabi_sabi_structures:has_structure/monster_egg, endermanoverhaul:coral_spawns, wabi_sabi_structures:has_structure/bat_monolith, minecraft:has_structure/ocean_ruin_warm, minecraft:has_structure/mineshaft, supplementaries:has_cave_urns, endermanoverhaul:cave_spawns, totw_reworked:has_structure/ocean_warm_tower, minecraft:plays_underwater_music, spectrum:has_structure/pedestal_ruins, minecraft:water_on_map_outlines, philipsruins:has_structure/ocean_ruins_biomes, minecraft:required_ocean_monument_surrounding, rottencreatures:can_undead_miner_spawn_on, c:aquatic, mostructures:collections/oceans, unseaworthy:sinks_boats, minecraft:spawns_warm_variant_frogs, c:shallow_ocean, supplementaries:has_way_signs, c:is_water, minecraft:has_structure/shipwreck, c:is_hot/overworld, formationsoverworld:has_structure/raft"
72,"minecraft:warped_forest","c:is_dry, c:is_nether, c:nether_forests, nova_structures:collections/nether, endermanoverhaul:all_spawns, c:is_hot/overworld, minecraft:snow_golem_melts, mostructures:collections/nether_warped_forests, philipsruins:has_structure/nether_structures_biomes, c:in_nether, c:is_dry/overworld, mvs:has_structure/nether_biomes, minecraft:has_structure/bastion_remnant, c:climate_hot, mostructures:collections/nether, minecraft:is_nether, minecraft:has_structure/nether_fortress, c:is_dry/nether, endermanoverhaul:warped_forest_spawns, c:is_hot, philipsruins:has_structure/start_nether_dungeon_biomes, nova_structures:collections/nether_warped_forest, wabi_sabi_structures:has_structure/warped_ender_claw, c:is_hot/nether, wabi_sabi_structures:has_structure/obsidian_egg, minecraft:spawns_warm_variant_frogs, c:climate_dry, minecraft:has_structure/ruined_portal_nether, c:is_nether_forest"
73,"minecraft:windswept_forest","c:is_tree/deciduous, c:is_sparse, spectrum:colored_trees_generating_in, c:is_sparse_vegetation, nova_structures:illager_hideout, spectrum:has_structure/pedestal_ruins, c:is_overworld, totw_reworked:has_structure/derelict_tower, c:is_temperate/overworld, wabi_sabi_structures:has_structure/bat_monolith, supplementaries:has_way_signs, nova_structures:collections/hills, nova_structures:collections/overworld, minecraft:has_structure/stronghold, naturalist:has_snail, spectral_seas:no_amethyst, naturalist:has_canary, supplementaries:has_cave_urns, minecraft:is_overworld, totw_reworked:has_structure/derelict_grass_tower, totw_reworked:has_structure/regular_tower, c:windswept, c:is_hill, spectrum:has_structure/preservation_ruins, c:is_temperate, minecraft:has_structure/portal_deepslate, c:in_overworld, minecraft:is_hill, wabi_sabi_structures:has_structure/monster_egg, c:is_windswept, c:tree_deciduous, c:is_sparse_vegetation/overworld, supplementaries:has_wild_flax, naturalist:has_bluejay, minecraft:stronghold_biased_to, wabi_sabi_structures:has_structure/infested_castle, betterstrongholds:has_structure/better_stronghold, mostructures:collections/hills, minecraft:has_structure/mineshaft, nova_structures:collections/illager_camps, philipsruins:has_structure/ancient_dungeon_biomes, rottencreatures:can_undead_miner_spawn_on, c:is_sparse/overworld, c:climate_temperate"
74,"minecraft:windswept_gravelly_hills","c:is_sparse_vegetation/overworld, spectrum:has_structure/preservation_ruins, nova_structures:illager_hideout, minecraft:has_structure/stronghold, nova_structures:collections/illager_camps, naturalist:has_snail, supplementaries:has_cave_urns, wabi_sabi_structures:has_structure/infested_castle, rottencreatures:can_undead_miner_spawn_on, c:is_sparse/overworld, minecraft:is_overworld, totw_reworked:has_structure/regular_tower, c:is_hill, wabi_sabi_structures:has_structure/monster_egg, c:windswept, betterstrongholds:has_structure/better_stronghold, nova_structures:collections/overworld, wabi_sabi_structures:has_structure/water_tower_spruce, totw_reworked:has_structure/derelict_grass_tower, totw_reworked:has_structure/derelict_tower, minecraft:has_structure/portal_deepslate, c:is_rare, c:is_windswept, philipsruins:has_structure/ancient_dungeon_biomes, c:extreme_hills, spectrum:has_structure/pedestal_ruins, wabi_sabi_structures:has_structure/bat_monolith, spectral_seas:no_amethyst, minecraft:stronghold_biased_to, c:is_overworld, supplementaries:has_way_signs, mostructures:collections/hills, naturalist:has_canary, minecraft:has_structure/mineshaft, naturalist:has_bluejay, supplementaries:has_wild_flax, c:in_overworld, spectrum:colored_trees_generating_in, c:is_sparse, nova_structures:collections/hills, minecraft:is_hill, c:is_sparse_vegetation"
