"Mod name","Registry name","Hardness","Resistance"
"Spectrum","spectrum:hummingstone_glass",5.00,100.00
"Spectrum","spectrum:hummingstone_glass_pane",5.00,100.00
"Spectrum","spectrum:husk_head",1.00,1.00
"Spectrum","spectrum:husk_wall_head",1.00,1.00
"Spectrum","spectrum:illusioner_head",1.00,1.00
"Spectrum","spectrum:illusioner_idol",3.00,3.00
"Spectrum","spectrum:illusioner_wall_head",1.00,1.00
"Spectrum","spectrum:incandescent_amalgam",0.00,0.00
"Spectrum","spectrum:infested_blackslag",2.50,0.75
"Spectrum","spectrum:invisible_wall",-1.00,3600000.00
"Spectrum","spectrum:iron_cluster",1.50,1.50
"Spectrum","spectrum:iron_golem_head",1.00,1.00
"Spectrum","spectrum:iron_golem_wall_head",1.00,1.00
"Spectrum","spectrum:item_bowl_basalt",5.00,8.00
"Spectrum","spectrum:item_bowl_calcite",5.00,8.00
"Spectrum","spectrum:item_bowl_enlightenment",-1.00,3600000.00
"Spectrum","spectrum:item_detector",0.20,0.20
"Spectrum","spectrum:item_roundel",5.00,8.00
"Spectrum","spectrum:ivory_noxcap_block",4.00,4.00
"Spectrum","spectrum:ivory_noxcap_gills",4.00,4.00
"Spectrum","spectrum:ivory_noxcap_hyphae",4.00,4.00
"Spectrum","spectrum:ivory_noxcap_stem",4.00,4.00
"Spectrum","spectrum:ivory_noxshroom",0.00,0.00
"Spectrum","spectrum:ivory_noxwood_amphora",4.00,4.00
"Spectrum","spectrum:ivory_noxwood_beam",4.00,4.00
"Spectrum","spectrum:ivory_noxwood_button",4.00,4.00
"Spectrum","spectrum:ivory_noxwood_door",4.00,4.00
"Spectrum","spectrum:ivory_noxwood_fence",4.00,4.00
"Spectrum","spectrum:ivory_noxwood_fence_gate",4.00,4.00
"Spectrum","spectrum:ivory_noxwood_lamp",3.50,3.50
"Spectrum","spectrum:ivory_noxwood_lantern",4.00,4.00
"Spectrum","spectrum:ivory_noxwood_light",4.00,4.00
"Spectrum","spectrum:ivory_noxwood_planks",4.00,4.00
"Spectrum","spectrum:ivory_noxwood_pressure_plate",4.00,4.00
"Spectrum","spectrum:ivory_noxwood_slab",4.00,4.00
"Spectrum","spectrum:ivory_noxwood_stairs",4.00,4.00
"Spectrum","spectrum:ivory_noxwood_trapdoor",4.00,4.00
"Spectrum","spectrum:jade_vine_bulb",0.10,0.10
"Spectrum","spectrum:jade_vine_petal_block",0.10,0.10
"Spectrum","spectrum:jade_vine_petal_carpet",0.10,0.10
"Spectrum","spectrum:jade_vine_roots",0.10,0.10
"Spectrum","spectrum:jade_vines",0.10,0.10
"Spectrum","spectrum:jadeite_lotus_bulb",2.00,2.00
"Spectrum","spectrum:jadeite_lotus_flower",2.00,2.00
"Spectrum","spectrum:jadeite_lotus_stem",2.00,2.00
"Spectrum","spectrum:jadeite_petal_block",0.10,0.10
"Spectrum","spectrum:jadeite_petal_carpet",0.10,0.10
"Spectrum","spectrum:kindling_head",1.00,1.00
"Spectrum","spectrum:kindling_wall_head",1.00,1.00
"Spectrum","spectrum:lapis_cluster",1.50,1.50
"Spectrum","spectrum:large_azurite_bud",1.50,1.50
"Spectrum","spectrum:large_bismuth_bud",1.50,1.50
"Spectrum","spectrum:large_bloodstone_bud",1.50,1.50
"Spectrum","spectrum:large_citrine_bud",1.50,1.50
"Spectrum","spectrum:large_coal_bud",1.50,1.50
"Spectrum","spectrum:large_copper_bud",1.50,1.50
"Spectrum","spectrum:large_diamond_bud",1.50,1.50
"Spectrum","spectrum:large_echo_bud",1.50,1.50
"Spectrum","spectrum:large_emerald_bud",1.50,1.50
"Spectrum","spectrum:large_glowstone_bud",1.50,1.50
"Spectrum","spectrum:large_gold_bud",1.50,1.50
"Spectrum","spectrum:large_iron_bud",1.50,1.50
"Spectrum","spectrum:large_lapis_bud",1.50,1.50
"Spectrum","spectrum:large_malachite_bud",1.50,1.50
"Spectrum","spectrum:large_moonstone_bud",1.50,1.50
"Spectrum","spectrum:large_netherite_scrap_bud",1.50,1.50
"Spectrum","spectrum:large_onyx_bud",1.50,1.50
"Spectrum","spectrum:large_prismarine_bud",1.50,1.50
"Spectrum","spectrum:large_quartz_bud",1.50,1.50
"Spectrum","spectrum:large_redstone_bud",1.50,1.50
"Spectrum","spectrum:large_topaz_bud",1.50,1.50
"Spectrum","spectrum:lava_sponge",0.60,0.60
"Spectrum","spectrum:light_blue_block",1.00,1.00
"Spectrum","spectrum:light_blue_button",0.50,0.50
"Spectrum","spectrum:light_blue_chiseled_preservation_stone",-1.00,3600000.00
"Spectrum","spectrum:light_blue_fence",2.00,3.00
"Spectrum","spectrum:light_blue_fence_gate",2.00,3.00
"Spectrum","spectrum:light_blue_glowblock",2.50,2.50
"Spectrum","spectrum:light_blue_lamp",0.30,0.30
"Spectrum","spectrum:light_blue_leaves",0.20,0.20
"Spectrum","spectrum:light_blue_log",2.00,2.00
"Spectrum","spectrum:light_blue_planks",2.00,3.00
"Spectrum","spectrum:light_blue_pressure_plate",0.50,0.50
"Spectrum","spectrum:light_blue_sapling",0.00,0.00
"Spectrum","spectrum:light_blue_slab",2.00,3.00
"Spectrum","spectrum:light_blue_spore_blossom",0.00,0.00
"Spectrum","spectrum:light_blue_stairs",2.00,3.00
"Spectrum","spectrum:light_blue_wood",2.00,2.00
"Spectrum","spectrum:light_gray_block",1.00,1.00
"Spectrum","spectrum:light_gray_button",0.50,0.50
"Spectrum","spectrum:light_gray_chiseled_preservation_stone",-1.00,3600000.00
"Spectrum","spectrum:light_gray_fence",2.00,3.00
"Spectrum","spectrum:light_gray_fence_gate",2.00,3.00
"Spectrum","spectrum:light_gray_glowblock",2.50,2.50
"Spectrum","spectrum:light_gray_lamp",0.30,0.30
"Spectrum","spectrum:light_gray_leaves",0.20,0.20
"Spectrum","spectrum:light_gray_log",2.00,2.00
"Spectrum","spectrum:light_gray_planks",2.00,3.00
"Spectrum","spectrum:light_gray_pressure_plate",0.50,0.50
"Spectrum","spectrum:light_gray_sapling",0.00,0.00
"Spectrum","spectrum:light_gray_slab",2.00,3.00
"Spectrum","spectrum:light_gray_spore_blossom",0.00,0.00
"Spectrum","spectrum:light_gray_stairs",2.00,3.00
"Spectrum","spectrum:light_gray_wood",2.00,2.00
"Spectrum","spectrum:light_level_detector",0.20,0.20
"Spectrum","spectrum:lime_block",1.00,1.00
"Spectrum","spectrum:lime_button",0.50,0.50
"Spectrum","spectrum:lime_chiseled_preservation_stone",-1.00,3600000.00
"Spectrum","spectrum:lime_fence",2.00,3.00
"Spectrum","spectrum:lime_fence_gate",2.00,3.00
"Spectrum","spectrum:lime_glowblock",2.50,2.50
"Spectrum","spectrum:lime_lamp",0.30,0.30
"Spectrum","spectrum:lime_leaves",0.20,0.20
"Spectrum","spectrum:lime_log",2.00,2.00
"Spectrum","spectrum:lime_planks",2.00,3.00
"Spectrum","spectrum:lime_pressure_plate",0.50,0.50
"Spectrum","spectrum:lime_sapling",0.00,0.00
"Spectrum","spectrum:lime_slab",2.00,3.00
"Spectrum","spectrum:lime_spore_blossom",0.00,0.00
"Spectrum","spectrum:lime_stairs",2.00,3.00
"Spectrum","spectrum:lime_wood",2.00,2.00
"Spectrum","spectrum:liquid_crystal",100.00,100.00
"Spectrum","spectrum:lizard_black_head",1.00,1.00
"Spectrum","spectrum:lizard_black_wall_head",1.00,1.00
"Spectrum","spectrum:lizard_blue_head",1.00,1.00
"Spectrum","spectrum:lizard_blue_wall_head",1.00,1.00
"Spectrum","spectrum:lizard_brown_head",1.00,1.00
"Spectrum","spectrum:lizard_brown_wall_head",1.00,1.00
"Spectrum","spectrum:lizard_cyan_head",1.00,1.00
"Spectrum","spectrum:lizard_cyan_wall_head",1.00,1.00
"Spectrum","spectrum:lizard_gray_head",1.00,1.00
"Spectrum","spectrum:lizard_gray_wall_head",1.00,1.00
"Spectrum","spectrum:lizard_green_head",1.00,1.00
"Spectrum","spectrum:lizard_green_wall_head",1.00,1.00
"Spectrum","spectrum:lizard_light_blue_head",1.00,1.00
"Spectrum","spectrum:lizard_light_blue_wall_head",1.00,1.00
"Spectrum","spectrum:lizard_light_gray_head",1.00,1.00
"Spectrum","spectrum:lizard_light_gray_wall_head",1.00,1.00
"Spectrum","spectrum:lizard_lime_head",1.00,1.00
"Spectrum","spectrum:lizard_lime_wall_head",1.00,1.00
"Spectrum","spectrum:lizard_magenta_head",1.00,1.00
"Spectrum","spectrum:lizard_magenta_wall_head",1.00,1.00
"Spectrum","spectrum:lizard_orange_head",1.00,1.00
"Spectrum","spectrum:lizard_orange_wall_head",1.00,1.00
"Spectrum","spectrum:lizard_pink_head",1.00,1.00
"Spectrum","spectrum:lizard_pink_wall_head",1.00,1.00
"Spectrum","spectrum:lizard_purple_head",1.00,1.00
"Spectrum","spectrum:lizard_purple_wall_head",1.00,1.00
"Spectrum","spectrum:lizard_red_head",1.00,1.00
"Spectrum","spectrum:lizard_red_wall_head",1.00,1.00
"Spectrum","spectrum:lizard_white_head",1.00,1.00
"Spectrum","spectrum:lizard_white_wall_head",1.00,1.00
"Spectrum","spectrum:lizard_yellow_head",1.00,1.00
"Spectrum","spectrum:lizard_yellow_wall_head",1.00,1.00
"Spectrum","spectrum:llama_head",1.00,1.00
"Spectrum","spectrum:llama_wall_head",1.00,1.00
"Spectrum","spectrum:longing_chimera",8.00,8.00
"Spectrum","spectrum:magenta_block",1.00,1.00
"Spectrum","spectrum:magenta_button",0.50,0.50
"Spectrum","spectrum:magenta_chiseled_preservation_stone",-1.00,3600000.00
"Spectrum","spectrum:magenta_fence",2.00,3.00
"Spectrum","spectrum:magenta_fence_gate",2.00,3.00
"Spectrum","spectrum:magenta_glowblock",2.50,2.50
"Spectrum","spectrum:magenta_lamp",0.30,0.30
"Spectrum","spectrum:magenta_leaves",0.20,0.20
"Spectrum","spectrum:magenta_log",2.00,2.00
"Spectrum","spectrum:magenta_planks",2.00,3.00
"Spectrum","spectrum:magenta_pressure_plate",0.50,0.50
"Spectrum","spectrum:magenta_sapling",0.00,0.00
"Spectrum","spectrum:magenta_slab",2.00,3.00
"Spectrum","spectrum:magenta_spirit_sallow_vines_body",0.00,0.00
"Spectrum","spectrum:magenta_spirit_sallow_vines_head",0.00,0.00
"Spectrum","spectrum:magenta_spore_blossom",0.00,0.00
"Spectrum","spectrum:magenta_stairs",2.00,3.00
"Spectrum","spectrum:magenta_wood",2.00,2.00
"Spectrum","spectrum:magma_cube_head",1.00,1.00
"Spectrum","spectrum:magma_cube_wall_head",1.00,1.00
"Spectrum","spectrum:malachite_block",1.50,1.50
"Spectrum","spectrum:malachite_cluster",1.50,1.50
"Spectrum","spectrum:malachite_ore",3.00,3.00
"Spectrum","spectrum:manxi",-1.00,3600000.00
"Spectrum","spectrum:medium_citrine_bud",1.50,1.50
"Spectrum","spectrum:medium_moonstone_bud",1.50,1.50
"Spectrum","spectrum:medium_onyx_bud",1.50,1.50
"Spectrum","spectrum:medium_topaz_bud",1.50,1.50
"Spectrum","spectrum:memory",0.00,0.00
"Spectrum","spectrum:mermaids_brush",0.00,0.00
"Spectrum","spectrum:midnight_solution",100.00,100.00
"Spectrum","spectrum:monstrosity_head",1.00,1.00
"Spectrum","spectrum:monstrosity_wall_head",1.00,1.00
"Spectrum","spectrum:moonstone_basalt_lamp",2.00,5.00
"Spectrum","spectrum:moonstone_block",1.50,1.50
"Spectrum","spectrum:moonstone_calcite_lamp",2.00,5.00
"Spectrum","spectrum:moonstone_chime",1.00,1.50
"Spectrum","spectrum:moonstone_chiseled_basalt",2.00,5.00
"Spectrum","spectrum:moonstone_chiseled_calcite",2.00,5.00
"Spectrum","spectrum:moonstone_cluster",1.50,1.50
"Spectrum","spectrum:moonstone_decostone",1.50,1.50
"Spectrum","spectrum:moonstone_glass",0.30,0.30
"Spectrum","spectrum:moonstone_glass_pane",0.30,0.30
"Spectrum","spectrum:moonstone_ore",3.00,3.00
"Spectrum","spectrum:moonstone_powder_block",0.50,0.50
"Spectrum","spectrum:moonstone_semi_permeable_glass",0.30,0.30
"Spectrum","spectrum:moonstone_storage_block",5.00,6.00
"Spectrum","spectrum:moonstone_sugar_stick",0.50,1.50
"Spectrum","spectrum:mooshroom_brown_head",1.00,1.00
"Spectrum","spectrum:mooshroom_brown_wall_head",1.00,1.00
"Spectrum","spectrum:mooshroom_red_head",1.00,1.00
"Spectrum","spectrum:mooshroom_red_wall_head",1.00,1.00
"Spectrum","spectrum:moss_ball",1.00,1.00
"Spectrum","spectrum:mud",100.00,100.00
"Spectrum","spectrum:mule_head",1.00,1.00
"Spectrum","spectrum:mule_wall_head",1.00,1.00
"Spectrum","spectrum:neolith_block",6.00,6.00
"Spectrum","spectrum:nephrite_blossom_bulb",2.00,2.00
"Spectrum","spectrum:nephrite_blossom_leaves",0.20,0.20
"Spectrum","spectrum:nephrite_blossom_stem",2.00,2.00
"Spectrum","spectrum:netherite_scrap_cluster",1.50,1.50
"Spectrum","spectrum:nightdew",0.00,0.00
"Spectrum","spectrum:notched_polished_basalt",2.00,5.00
"Spectrum","spectrum:notched_polished_calcite",2.00,5.00
"Spectrum","spectrum:ocelot_head",1.00,1.00
"Spectrum","spectrum:ocelot_idol",3.00,3.00
"Spectrum","spectrum:ocelot_wall_head",1.00,1.00
"Spectrum","spectrum:ominous_sapling",0.00,0.00
"Spectrum","spectrum:onyx_basalt_lamp",2.00,5.00
"Spectrum","spectrum:onyx_block",1.50,1.50
"Spectrum","spectrum:onyx_calcite_lamp",2.00,5.00
"Spectrum","spectrum:onyx_chime",1.00,1.50
"Spectrum","spectrum:onyx_chiseled_basalt",2.00,5.00
"Spectrum","spectrum:onyx_chiseled_calcite",2.00,5.00
"Spectrum","spectrum:onyx_cluster",1.50,1.50
"Spectrum","spectrum:onyx_decostone",1.50,1.50
"Spectrum","spectrum:onyx_glass",0.30,0.30
"Spectrum","spectrum:onyx_glass_pane",0.30,0.30
"Spectrum","spectrum:onyx_ore",3.00,3.00
"Spectrum","spectrum:onyx_powder_block",0.50,0.50
"Spectrum","spectrum:onyx_semi_permeable_glass",0.30,0.30
"Spectrum","spectrum:onyx_storage_block",5.00,6.00
"Spectrum","spectrum:onyx_sugar_stick",0.50,1.50
"Spectrum","spectrum:orange_block",1.00,1.00
"Spectrum","spectrum:orange_button",0.50,0.50
"Spectrum","spectrum:orange_chiseled_preservation_stone",-1.00,3600000.00
"Spectrum","spectrum:orange_fence",2.00,3.00
"Spectrum","spectrum:orange_fence_gate",2.00,3.00
"Spectrum","spectrum:orange_glowblock",2.50,2.50
"Spectrum","spectrum:orange_lamp",0.30,0.30
"Spectrum","spectrum:orange_leaves",0.20,0.20
"Spectrum","spectrum:orange_log",2.00,2.00
"Spectrum","spectrum:orange_planks",2.00,3.00
"Spectrum","spectrum:orange_pressure_plate",0.50,0.50
"Spectrum","spectrum:orange_sapling",0.00,0.00
"Spectrum","spectrum:orange_slab",2.00,3.00
"Spectrum","spectrum:orange_spore_blossom",0.00,0.00
"Spectrum","spectrum:orange_stairs",2.00,3.00
"Spectrum","spectrum:orange_wood",2.00,2.00
"Spectrum","spectrum:overgrown_blackslag",5.00,7.00
"Spectrum","spectrum:overgrown_slush",5.00,7.00
"Spectrum","spectrum:paltaeria_fragment_block",4.00,6.00
"Spectrum","spectrum:paltaeria_ore",3.00,3.00
"Spectrum","spectrum:panda_head",1.00,1.00
"Spectrum","spectrum:panda_wall_head",1.00,1.00
"Spectrum","spectrum:parametric_mining_device",0.00,0.00
"Spectrum","spectrum:parrot_blue_head",1.00,1.00
"Spectrum","spectrum:parrot_blue_wall_head",1.00,1.00
"Spectrum","spectrum:parrot_cyan_head",1.00,1.00
"Spectrum","spectrum:parrot_cyan_wall_head",1.00,1.00
"Spectrum","spectrum:parrot_gray_head",1.00,1.00
"Spectrum","spectrum:parrot_gray_wall_head",1.00,1.00
"Spectrum","spectrum:parrot_green_head",1.00,1.00
"Spectrum","spectrum:parrot_green_wall_head",1.00,1.00
"Spectrum","spectrum:parrot_idol",3.00,3.00
"Spectrum","spectrum:parrot_red_head",1.00,1.00
"Spectrum","spectrum:parrot_red_wall_head",1.00,1.00
"Spectrum","spectrum:particle_spawner",5.00,6.00
"Spectrum","spectrum:pedestal_all_basic",5.00,8.00
"Spectrum","spectrum:pedestal_basic_amethyst",5.00,8.00
"Spectrum","spectrum:pedestal_basic_citrine",5.00,8.00
"Spectrum","spectrum:pedestal_basic_topaz",5.00,8.00
"Spectrum","spectrum:pedestal_moonstone",5.00,8.00
"Spectrum","spectrum:pedestal_onyx",5.00,8.00
"Spectrum","spectrum:phantom_head",1.00,1.00
"Spectrum","spectrum:phantom_idol",3.00,3.00
"Spectrum","spectrum:phantom_wall_head",1.00,1.00
"Spectrum","spectrum:pig_head",1.00,1.00
"Spectrum","spectrum:pig_idol",3.00,3.00
"Spectrum","spectrum:pig_wall_head",1.00,1.00
"Spectrum","spectrum:piglin_idol",3.00,3.00
"Spectrum","spectrum:pillager_head",1.00,1.00
"Spectrum","spectrum:pillager_wall_head",1.00,1.00
"Spectrum","spectrum:pink_block",1.00,1.00
"Spectrum","spectrum:pink_button",0.50,0.50
"Spectrum","spectrum:pink_chiseled_preservation_stone",-1.00,3600000.00
"Spectrum","spectrum:pink_fence",2.00,3.00
"Spectrum","spectrum:pink_fence_gate",2.00,3.00
"Spectrum","spectrum:pink_glowblock",2.50,2.50
"Spectrum","spectrum:pink_lamp",0.30,0.30
"Spectrum","spectrum:pink_leaves",0.20,0.20
"Spectrum","spectrum:pink_log",2.00,2.00
"Spectrum","spectrum:pink_planks",2.00,3.00
"Spectrum","spectrum:pink_pressure_plate",0.50,0.50
"Spectrum","spectrum:pink_sapling",0.00,0.00
"Spectrum","spectrum:pink_slab",2.00,3.00
"Spectrum","spectrum:pink_spore_blossom",0.00,0.00
"Spectrum","spectrum:pink_stairs",2.00,3.00
"Spectrum","spectrum:pink_wood",2.00,2.00
"Spectrum","spectrum:planed_basalt",2.00,5.00
"Spectrum","spectrum:planed_basalt_slab",2.00,5.00
"Spectrum","spectrum:planed_basalt_stairs",2.00,5.00
"Spectrum","spectrum:planed_basalt_wall",2.00,5.00
"Spectrum","spectrum:planed_calcite",2.00,5.00
"Spectrum","spectrum:planed_calcite_slab",2.00,5.00
"Spectrum","spectrum:planed_calcite_stairs",2.00,5.00
"Spectrum","spectrum:planed_calcite_wall",2.00,5.00
"Spectrum","spectrum:player_detector",0.20,0.20
"Spectrum","spectrum:polar_bear_head",1.00,1.00
"Spectrum","spectrum:polar_bear_idol",3.00,3.00
"Spectrum","spectrum:polar_bear_wall_head",1.00,1.00
"Spectrum","spectrum:polished_basal_marble",8.00,8.00
"Spectrum","spectrum:polished_basal_marble_slab",8.00,8.00
"Spectrum","spectrum:polished_basal_marble_stairs",8.00,8.00
"Spectrum","spectrum:polished_basal_marble_wall",8.00,8.00
"Spectrum","spectrum:polished_basalt",2.00,5.00
"Spectrum","spectrum:polished_basalt_button",0.50,0.50
"Spectrum","spectrum:polished_basalt_crest",2.00,5.00
"Spectrum","spectrum:polished_basalt_pillar",2.00,5.00
"Spectrum","spectrum:polished_basalt_pressure_plate",0.50,0.50
"Spectrum","spectrum:polished_basalt_slab",2.00,5.00
"Spectrum","spectrum:polished_basalt_stairs",2.00,5.00
"Spectrum","spectrum:polished_basalt_wall",2.00,5.00
"Spectrum","spectrum:polished_blackslag",5.00,7.00
"Spectrum","spectrum:polished_blackslag_button",0.50,0.50
"Spectrum","spectrum:polished_blackslag_pillar",5.00,7.00
"Spectrum","spectrum:polished_blackslag_pressure_plate",0.50,0.50
"Spectrum","spectrum:polished_blackslag_slab",5.00,7.00
"Spectrum","spectrum:polished_blackslag_stairs",5.00,7.00
"Spectrum","spectrum:polished_blackslag_wall",5.00,7.00
"Spectrum","spectrum:polished_bone_ash",1500.00,1200.00
"Spectrum","spectrum:polished_bone_ash_pillar",1500.00,1200.00
"Spectrum","spectrum:polished_bone_ash_slab",1500.00,1200.00
"Spectrum","spectrum:polished_bone_ash_stairs",1500.00,1200.00
"Spectrum","spectrum:polished_bone_ash_wall",1500.00,1200.00
"Spectrum","spectrum:polished_calcite",2.00,5.00
"Spectrum","spectrum:polished_calcite_button",0.50,0.50
"Spectrum","spectrum:polished_calcite_crest",2.00,5.00
"Spectrum","spectrum:polished_calcite_pillar",2.00,5.00
"Spectrum","spectrum:polished_calcite_pressure_plate",0.50,0.50
"Spectrum","spectrum:polished_calcite_slab",2.00,5.00
"Spectrum","spectrum:polished_calcite_stairs",2.00,5.00
"Spectrum","spectrum:polished_calcite_wall",2.00,5.00
"Spectrum","spectrum:polished_shale_clay",5.00,7.00
"Spectrum","spectrum:polished_shale_clay_slab",5.00,7.00
"Spectrum","spectrum:polished_shale_clay_stairs",5.00,7.00
"Spectrum","spectrum:potion_workshop",5.00,8.00
"Spectrum","spectrum:potted_amaranth_bushel",0.00,0.00
"Spectrum","spectrum:potted_black_sapling",0.00,0.00
"Spectrum","spectrum:potted_blood_orchid",0.00,0.00
"Spectrum","spectrum:potted_blue_sapling",0.00,0.00
"Spectrum","spectrum:potted_brown_sapling",0.00,0.00
"Spectrum","spectrum:potted_chestnut_noxshroom",0.00,0.00
"Spectrum","spectrum:potted_cyan_sapling",0.00,0.00
"Spectrum","spectrum:potted_ebony_noxshroom",0.00,0.00
"Spectrum","spectrum:potted_gray_sapling",0.00,0.00
"Spectrum","spectrum:potted_green_sapling",0.00,0.00
"Spectrum","spectrum:potted_ivory_noxshroom",0.00,0.00
"Spectrum","spectrum:potted_light_blue_sapling",0.00,0.00
"Spectrum","spectrum:potted_light_gray_sapling",0.00,0.00
"Spectrum","spectrum:potted_lime_sapling",0.00,0.00
"Spectrum","spectrum:potted_magenta_sapling",0.00,0.00
"Spectrum","spectrum:potted_orange_sapling",0.00,0.00
"Spectrum","spectrum:potted_pink_sapling",0.00,0.00
"Spectrum","spectrum:potted_purple_sapling",0.00,0.00
"Spectrum","spectrum:potted_red_sapling",0.00,0.00
"Spectrum","spectrum:potted_resonant_lily",0.00,0.00
"Spectrum","spectrum:potted_slate_noxshroom",0.00,0.00
"Spectrum","spectrum:potted_weeping_gala_sprig",0.00,0.00
"Spectrum","spectrum:potted_white_sapling",0.00,0.00
"Spectrum","spectrum:potted_yellow_sapling",0.00,0.00
"Spectrum","spectrum:powder_chiseled_preservation_stone",-1.00,3600000.00
"Spectrum","spectrum:present",0.80,0.80
"Spectrum","spectrum:preservation_block_detector",-1.00,3600000.00
"Spectrum","spectrum:preservation_bricks",-1.00,3600000.00
"Spectrum","spectrum:preservation_chest",-1.00,3600000.00
"Spectrum","spectrum:preservation_controller",-1.00,3600000.00
"Spectrum","spectrum:preservation_glass",-1.00,3600000.00
"Spectrum","spectrum:preservation_roundel",-1.00,3600000.00
"Spectrum","spectrum:preservation_slab",-1.00,3600000.00
"Spectrum","spectrum:preservation_stairs",-1.00,3600000.00
"Spectrum","spectrum:preservation_stone",-1.00,3600000.00
"Spectrum","spectrum:preservation_turret_head",1.00,1.00
"Spectrum","spectrum:preservation_turret_wall_head",1.00,1.00
"Spectrum","spectrum:preservation_wall",-1.00,3600000.00
"Spectrum","spectrum:primordial_fire",0.00,0.00
"Spectrum","spectrum:primordial_torch",0.00,0.00
"Spectrum","spectrum:primordial_wall_torch",0.00,0.00
"Spectrum","spectrum:prismarine_cluster",1.50,1.50
"Spectrum","spectrum:pristine_shooting_star",1.50,6.00
"Spectrum","spectrum:provider_node",1.50,1.50
"Spectrum","spectrum:pufferfish_head",1.00,1.00
"Spectrum","spectrum:pufferfish_idol",3.00,3.00
"Spectrum","spectrum:pufferfish_wall_head",1.00,1.00
"Spectrum","spectrum:pure_coal_block",5.00,6.00
"Spectrum","spectrum:pure_copper_block",3.00,6.00
"Spectrum","spectrum:pure_diamond_block",5.00,6.00
"Spectrum","spectrum:pure_echo_block",5.00,6.00
"Spectrum","spectrum:pure_emerald_block",5.00,6.00
"Spectrum","spectrum:pure_glowstone_block",0.30,0.30
"Spectrum","spectrum:pure_gold_block",3.00,6.00
"Spectrum","spectrum:pure_iron_block",5.00,6.00
"Spectrum","spectrum:pure_lapis_block",3.00,3.00
"Spectrum","spectrum:pure_netherite_scrap_block",30.00,1200.00
"Spectrum","spectrum:pure_prismarine_block",1.50,6.00
"Spectrum","spectrum:pure_quartz_block",0.80,0.80
"Spectrum","spectrum:pure_redstone_block",5.00,6.00
"Spectrum","spectrum:purple_block",1.00,1.00
"Spectrum","spectrum:purple_button",0.50,0.50
"Spectrum","spectrum:purple_chiseled_preservation_stone",-1.00,3600000.00
"Spectrum","spectrum:purple_fence",2.00,3.00
"Spectrum","spectrum:purple_fence_gate",2.00,3.00
"Spectrum","spectrum:purple_glowblock",2.50,2.50
"Spectrum","spectrum:purple_lamp",0.30,0.30
"Spectrum","spectrum:purple_leaves",0.20,0.20
"Spectrum","spectrum:purple_log",2.00,2.00
"Spectrum","spectrum:purple_planks",2.00,3.00
"Spectrum","spectrum:purple_pressure_plate",0.50,0.50
"Spectrum","spectrum:purple_sapling",0.00,0.00
"Spectrum","spectrum:purple_slab",2.00,3.00
"Spectrum","spectrum:purple_spore_blossom",0.00,0.00
"Spectrum","spectrum:purple_stairs",2.00,3.00
"Spectrum","spectrum:purple_wood",2.00,2.00
"Spectrum","spectrum:pyrite",50.00,50.00
"Spectrum","spectrum:pyrite_panneling",50.00,50.00
"Spectrum","spectrum:pyrite_pile",50.00,50.00
"Spectrum","spectrum:pyrite_plating",50.00,50.00
"Spectrum","spectrum:pyrite_projector",50.00,50.00
"Spectrum","spectrum:pyrite_relief",50.00,50.00
"Spectrum","spectrum:pyrite_ripper",50.00,50.00
"Spectrum","spectrum:pyrite_slab",50.00,50.00
"Spectrum","spectrum:pyrite_stack",50.00,50.00
"Spectrum","spectrum:pyrite_stairs",50.00,50.00
"Spectrum","spectrum:pyrite_tiles",50.00,50.00
"Spectrum","spectrum:pyrite_tiles_slab",50.00,50.00
"Spectrum","spectrum:pyrite_tiles_stairs",50.00,50.00
"Spectrum","spectrum:pyrite_tiles_wall",50.00,50.00
"Spectrum","spectrum:pyrite_tubing",50.00,50.00
"Spectrum","spectrum:pyrite_vent",50.00,50.00
"Spectrum","spectrum:pyrite_wall",50.00,50.00
"Spectrum","spectrum:quartz_cluster",1.50,1.50
"Spectrum","spectrum:quitoxic_reeds",0.00,0.00
"Spectrum","spectrum:rabbit_head",1.00,1.00
"Spectrum","spectrum:rabbit_idol",3.00,3.00
"Spectrum","spectrum:rabbit_wall_head",1.00,1.00
"Spectrum","spectrum:radiant_glass",0.30,0.30
"Spectrum","spectrum:radiant_glass_pane",0.30,0.30
"Spectrum","spectrum:radiant_semi_permeable_glass",0.30,0.30
"Spectrum","spectrum:radiating_ender",5.00,6.00
"Spectrum","spectrum:ravager_head",1.00,1.00
"Spectrum","spectrum:ravager_wall_head",1.00,1.00
"Spectrum","spectrum:red_block",1.00,1.00
"Spectrum","spectrum:red_button",0.50,0.50
"Spectrum","spectrum:red_chiseled_preservation_stone",-1.00,3600000.00
"Spectrum","spectrum:red_fence",2.00,3.00
"Spectrum","spectrum:red_fence_gate",2.00,3.00
"Spectrum","spectrum:red_glowblock",2.50,2.50
"Spectrum","spectrum:red_lamp",0.30,0.30
"Spectrum","spectrum:red_leaves",0.20,0.20
"Spectrum","spectrum:red_log",2.00,2.00
"Spectrum","spectrum:red_planks",2.00,3.00
"Spectrum","spectrum:red_pressure_plate",0.50,0.50
"Spectrum","spectrum:red_sapling",0.00,0.00
"Spectrum","spectrum:red_slab",2.00,3.00
"Spectrum","spectrum:red_spore_blossom",0.00,0.00
"Spectrum","spectrum:red_stairs",2.00,3.00
"Spectrum","spectrum:red_wood",2.00,2.00
"Spectrum","spectrum:redstone_calculator",0.00,0.00
