"ID","Name","Description","Parent"
"spectrum:unlocks/food/star_candy","spectrum:unlocks/food/star_candy","<null>","-"
"spectrum:unlocks/food/suspicious_brew","spectrum:unlocks/food/suspicious_brew","<null>","-"
"spectrum:unlocks/food/tarts","spectrum:unlocks/food/tarts","<null>","-"
"spectrum:unlocks/food/trifles","spectrum:unlocks/food/trifles","<null>","-"
"spectrum:unlocks/food/triple_meat_pot_pie","spectrum:unlocks/food/triple_meat_pot_pie","<null>","-"
"spectrum:unlocks/food/triple_meat_pot_stew","spectrum:unlocks/food/triple_meat_pot_stew","<null>","-"
"spectrum:unlocks/food/verdigris_wine","spectrum:unlocks/food/verdigris_wine","<null>","-"
"spectrum:unlocks/gemstone_chimes/amethyst_chime","spectrum:unlocks/gemstone_chimes/amethyst_chime","<null>","-"
"spectrum:unlocks/gemstone_chimes/any_chime","spectrum:unlocks/gemstone_chimes/any_chime","<null>","-"
"spectrum:unlocks/gemstone_chimes/citrine_chime","spectrum:unlocks/gemstone_chimes/citrine_chime","<null>","-"
"spectrum:unlocks/gemstone_chimes/moonstone_chime","spectrum:unlocks/gemstone_chimes/moonstone_chime","<null>","-"
"spectrum:unlocks/gemstone_chimes/onyx_chime","spectrum:unlocks/gemstone_chimes/onyx_chime","<null>","-"
"spectrum:unlocks/gemstone_chimes/topaz_chime","spectrum:unlocks/gemstone_chimes/topaz_chime","<null>","-"
"spectrum:unlocks/gemstone_lights/amethyst","spectrum:unlocks/gemstone_lights/amethyst","<null>","-"
"spectrum:unlocks/gemstone_lights/any","spectrum:unlocks/gemstone_lights/any","<null>","-"
"spectrum:unlocks/gemstone_lights/citrine","spectrum:unlocks/gemstone_lights/citrine","<null>","-"
"spectrum:unlocks/gemstone_lights/moonstone","spectrum:unlocks/gemstone_lights/moonstone","<null>","-"
"spectrum:unlocks/gemstone_lights/onyx","spectrum:unlocks/gemstone_lights/onyx","<null>","-"
"spectrum:unlocks/gemstone_lights/topaz","spectrum:unlocks/gemstone_lights/topaz","<null>","-"
"spectrum:unlocks/glowblocks/any_glowblock","spectrum:unlocks/glowblocks/any_glowblock","<null>","-"
"spectrum:unlocks/glowblocks/black_glowblock","spectrum:unlocks/glowblocks/black_glowblock","<null>","-"
"spectrum:unlocks/glowblocks/blue_glowblock","spectrum:unlocks/glowblocks/blue_glowblock","<null>","-"
"spectrum:unlocks/glowblocks/brown_glowblock","spectrum:unlocks/glowblocks/brown_glowblock","<null>","-"
"spectrum:unlocks/glowblocks/cyan_glowblock","spectrum:unlocks/glowblocks/cyan_glowblock","<null>","-"
"spectrum:unlocks/glowblocks/gray_glowblock","spectrum:unlocks/glowblocks/gray_glowblock","<null>","-"
"spectrum:unlocks/glowblocks/green_glowblock","spectrum:unlocks/glowblocks/green_glowblock","<null>","-"
"spectrum:unlocks/glowblocks/light_blue_glowblock","spectrum:unlocks/glowblocks/light_blue_glowblock","<null>","-"
"spectrum:unlocks/glowblocks/light_gray_glowblock","spectrum:unlocks/glowblocks/light_gray_glowblock","<null>","-"
"spectrum:unlocks/glowblocks/lime_glowblock","spectrum:unlocks/glowblocks/lime_glowblock","<null>","-"
"spectrum:unlocks/glowblocks/magenta_glowblock","spectrum:unlocks/glowblocks/magenta_glowblock","<null>","-"
"spectrum:unlocks/glowblocks/orange_glowblock","spectrum:unlocks/glowblocks/orange_glowblock","<null>","-"
"spectrum:unlocks/glowblocks/pink_glowblock","spectrum:unlocks/glowblocks/pink_glowblock","<null>","-"
"spectrum:unlocks/glowblocks/purple_glowblock","spectrum:unlocks/glowblocks/purple_glowblock","<null>","-"
"spectrum:unlocks/glowblocks/red_glowblock","spectrum:unlocks/glowblocks/red_glowblock","<null>","-"
"spectrum:unlocks/glowblocks/white_glowblock","spectrum:unlocks/glowblocks/white_glowblock","<null>","-"
"spectrum:unlocks/glowblocks/yellow_glowblock","spectrum:unlocks/glowblocks/yellow_glowblock","<null>","-"
"spectrum:unlocks/head_fusion/basic_recipes","spectrum:unlocks/head_fusion/basic_recipes","<null>","-"
"spectrum:unlocks/head_fusion/frostbite_recipes","spectrum:unlocks/head_fusion/frostbite_recipes","<null>","-"
"spectrum:unlocks/head_fusion/incandescent_recipes","spectrum:unlocks/head_fusion/incandescent_recipes","<null>","-"
"spectrum:unlocks/head_fusion/nightdew_recipes","spectrum:unlocks/head_fusion/nightdew_recipes","<null>","-"
"spectrum:unlocks/head_fusion/storm_stone_recipes","spectrum:unlocks/head_fusion/storm_stone_recipes","<null>","-"
"spectrum:unlocks/items/artisans_atlas","spectrum:unlocks/items/artisans_atlas","<null>","-"
"spectrum:unlocks/items/bag_of_holding","spectrum:unlocks/items/bag_of_holding","<null>","-"
"spectrum:unlocks/items/basic_ink_storage_items","spectrum:unlocks/items/basic_ink_storage_items","<null>","-"
"spectrum:unlocks/items/bottle_of_decay_away","spectrum:unlocks/items/bottle_of_decay_away","<null>","-"
"spectrum:unlocks/items/bottle_of_fading","spectrum:unlocks/items/bottle_of_fading","<null>","-"
"spectrum:unlocks/items/bottle_of_failing","spectrum:unlocks/items/bottle_of_failing","<null>","-"
"spectrum:unlocks/items/bottle_of_forfeiture","spectrum:unlocks/items/bottle_of_forfeiture","<null>","-"
"spectrum:unlocks/items/bottle_of_ruin","spectrum:unlocks/items/bottle_of_ruin","<null>","-"
"spectrum:unlocks/items/bottomless_bundle","spectrum:unlocks/items/bottomless_bundle","<null>","-"
"spectrum:unlocks/items/celestial_pocketwatch","spectrum:unlocks/items/celestial_pocketwatch","<null>","-"
"spectrum:unlocks/items/constructors_staff","spectrum:unlocks/items/constructors_staff","<null>","-"
"spectrum:unlocks/items/crafting_tablet","spectrum:unlocks/items/crafting_tablet","<null>","-"
"spectrum:unlocks/items/crescent_clock","spectrum:unlocks/items/crescent_clock","<null>","-"
"spectrum:unlocks/items/dragon_breath","spectrum:unlocks/items/dragon_breath","<null>","-"
"spectrum:unlocks/items/enchantment_canvas","spectrum:unlocks/items/enchantment_canvas","<null>","-"
"spectrum:unlocks/items/ender_splice","spectrum:unlocks/items/ender_splice","<null>","-"
"spectrum:unlocks/items/everpromise_ribbon_guidebook","spectrum:unlocks/items/everpromise_ribbon_guidebook","<null>","-"
"spectrum:unlocks/items/everpromise_ribbon_recipe","spectrum:unlocks/items/everpromise_ribbon_recipe","<null>","-"
"spectrum:unlocks/items/exchanging_staff","spectrum:unlocks/items/exchanging_staff","<null>","-"
"spectrum:unlocks/items/experience_bottle","spectrum:unlocks/items/experience_bottle","<null>","-"
"spectrum:unlocks/items/glass_ampoules","spectrum:unlocks/items/glass_ampoules","<null>","-"
"spectrum:unlocks/items/incandescent_amalgam","spectrum:unlocks/items/incandescent_amalgam","<null>","-"
"spectrum:unlocks/items/incandescent_amalgam_doom","spectrum:unlocks/items/incandescent_amalgam_doom","<null>","-"
"spectrum:unlocks/items/ink_assortment","spectrum:unlocks/items/ink_assortment","<null>","-"
"spectrum:unlocks/items/knowledge_gem","spectrum:unlocks/items/knowledge_gem","<null>","-"
"spectrum:unlocks/items/natures_staff","spectrum:unlocks/items/natures_staff","<null>","-"
"spectrum:unlocks/items/night_salts","spectrum:unlocks/items/night_salts","<null>","-"
"spectrum:unlocks/items/perturbed_eye","spectrum:unlocks/items/perturbed_eye","<null>","-"
"spectrum:unlocks/items/phantom_frames","spectrum:unlocks/items/phantom_frames","<null>","-"
"spectrum:unlocks/items/pipe_bomb","spectrum:unlocks/items/pipe_bomb","<null>","-"
"spectrum:unlocks/items/radiance_staff","spectrum:unlocks/items/radiance_staff","<null>","-"
"spectrum:unlocks/items/staff_of_remembrance","spectrum:unlocks/items/staff_of_remembrance","<null>","-"
"spectrum:unlocks/malachite/ferocious_glass_crest_bident","spectrum:unlocks/malachite/ferocious_glass_crest_bident","<null>","-"
"spectrum:unlocks/malachite/fractal_glass_crest_bident","spectrum:unlocks/malachite/fractal_glass_crest_bident","<null>","-"
"spectrum:unlocks/malachite/glass_arrows","spectrum:unlocks/malachite/glass_arrows","<null>","-"
"spectrum:unlocks/malachite/glass_crest_crossbow","spectrum:unlocks/malachite/glass_crest_crossbow","<null>","-"
"spectrum:unlocks/malachite/glass_crest_tools","spectrum:unlocks/malachite/glass_crest_tools","<null>","-"
"spectrum:unlocks/malachite/glass_crest_ultra_greatsword","spectrum:unlocks/malachite/glass_crest_ultra_greatsword","<null>","-"
"spectrum:unlocks/malachite/glass_crest_workstaff","spectrum:unlocks/malachite/glass_crest_workstaff","<null>","-"
"spectrum:unlocks/malachite/malachite_tools","spectrum:unlocks/malachite/malachite_tools","<null>","-"
"spectrum:unlocks/memory_to_head","spectrum:unlocks/memory_to_head","<null>","-"
"spectrum:unlocks/mysterious_locket_socketing","spectrum:unlocks/mysterious_locket_socketing","<null>","-"
"spectrum:unlocks/potions/darkness","spectrum:unlocks/potions/darkness","<null>","-"
"spectrum:unlocks/potions/deadly_poison","spectrum:unlocks/potions/deadly_poison","<null>","-"
"spectrum:unlocks/potions/levitation","spectrum:unlocks/potions/levitation","<null>","-"
"spectrum:unlocks/potions/life_drain","spectrum:unlocks/potions/life_drain","<null>","-"
"spectrum:unlocks/potions/luck","spectrum:unlocks/potions/luck","<null>","-"
"spectrum:unlocks/potions/resistance","spectrum:unlocks/potions/resistance","<null>","-"
"spectrum:unlocks/potions/scarred","spectrum:unlocks/potions/scarred","<null>","-"
"spectrum:unlocks/potions/strong_sleep_effects","spectrum:unlocks/potions/strong_sleep_effects","<null>","-"
"spectrum:unlocks/potions/toughness","spectrum:unlocks/potions/toughness","<null>","-"
"spectrum:unlocks/potions/weak_sleep_effects","spectrum:unlocks/potions/weak_sleep_effects","<null>","-"
"spectrum:unlocks/potions/wither","spectrum:unlocks/potions/wither","<null>","-"
"spectrum:unlocks/redstone/block_breaker","spectrum:unlocks/redstone/block_breaker","<null>","-"
"spectrum:unlocks/redstone/block_detector","spectrum:unlocks/redstone/block_detector","<null>","-"
"spectrum:unlocks/redstone/block_placer","spectrum:unlocks/redstone/block_placer","<null>","-"
"spectrum:unlocks/redstone/entity_detector","spectrum:unlocks/redstone/entity_detector","<null>","-"
"spectrum:unlocks/redstone/item_detector","spectrum:unlocks/redstone/item_detector","<null>","-"
"spectrum:unlocks/redstone/light_level_detector","spectrum:unlocks/redstone/light_level_detector","<null>","-"
"spectrum:unlocks/redstone/player_detector","spectrum:unlocks/redstone/player_detector","<null>","-"
"spectrum:unlocks/redstone/redstone_calculator","spectrum:unlocks/redstone/redstone_calculator","<null>","-"
"spectrum:unlocks/redstone/redstone_sand","spectrum:unlocks/redstone/redstone_sand","<null>","-"
"spectrum:unlocks/redstone/redstone_timer","spectrum:unlocks/redstone/redstone_timer","<null>","-"
"spectrum:unlocks/redstone/weather_detector","spectrum:unlocks/redstone/weather_detector","<null>","-"
"spectrum:unlocks/resources/azurite_growing","spectrum:unlocks/resources/azurite_growing","<null>","-"
"spectrum:unlocks/resources/bloodstone","spectrum:unlocks/resources/bloodstone","<null>","-"
"spectrum:unlocks/resources/fertilizer","spectrum:unlocks/resources/fertilizer","<null>","-"
"spectrum:unlocks/resources/netherite_ingot","spectrum:unlocks/resources/netherite_ingot","<null>","-"
"spectrum:unlocks/resources/refined_azurite","spectrum:unlocks/resources/refined_azurite","<null>","-"
"spectrum:unlocks/resources/spectral_shard","spectrum:unlocks/resources/spectral_shard","<null>","-"
"spectrum:unlocks/trinkets/any_azure_dike_equipment","spectrum:unlocks/trinkets/any_azure_dike_equipment","<null>","-"
"spectrum:unlocks/trinkets/any_base_trinket","spectrum:unlocks/trinkets/any_base_trinket","<null>","-"
"spectrum:unlocks/trinkets/artists_palette","spectrum:unlocks/trinkets/artists_palette","<null>","-"
"spectrum:unlocks/trinkets/ashen_circlet","spectrum:unlocks/trinkets/ashen_circlet","<null>","-"
"spectrum:unlocks/trinkets/azure_dike_belt","spectrum:unlocks/trinkets/azure_dike_belt","<null>","-"
"spectrum:unlocks/trinkets/azure_dike_ring","spectrum:unlocks/trinkets/azure_dike_ring","<null>","-"
"spectrum:unlocks/trinkets/azuresque_dike_core","spectrum:unlocks/trinkets/azuresque_dike_core","<null>","-"
"spectrum:unlocks/trinkets/circlet_of_arrogance","spectrum:unlocks/trinkets/circlet_of_arrogance","<null>","-"
"spectrum:unlocks/trinkets/cotton_cloud_boots","spectrum:unlocks/trinkets/cotton_cloud_boots","<null>","-"
"spectrum:unlocks/trinkets/fanciful_belt","spectrum:unlocks/trinkets/fanciful_belt","<null>","-"
"spectrum:unlocks/trinkets/fanciful_bismuth_ring","spectrum:unlocks/trinkets/fanciful_bismuth_ring","<null>","-"
"spectrum:unlocks/trinkets/fanciful_circlet","spectrum:unlocks/trinkets/fanciful_circlet","<null>","-"
"spectrum:unlocks/trinkets/fanciful_gloves","spectrum:unlocks/trinkets/fanciful_gloves","<null>","-"
"spectrum:unlocks/trinkets/fanciful_pendant","spectrum:unlocks/trinkets/fanciful_pendant","<null>","-"
"spectrum:unlocks/trinkets/fanciful_stone_ring","spectrum:unlocks/trinkets/fanciful_stone_ring","<null>","-"
"spectrum:unlocks/trinkets/gleaming_pin","spectrum:unlocks/trinkets/gleaming_pin","<null>","-"
"spectrum:unlocks/trinkets/gloves_of_dawns_grasp","spectrum:unlocks/trinkets/gloves_of_dawns_grasp","<null>","-"
"spectrum:unlocks/trinkets/glow_vision_goggles","spectrum:unlocks/trinkets/glow_vision_goggles","<null>","-"
"spectrum:unlocks/trinkets/greater_potion_pendant","spectrum:unlocks/trinkets/greater_potion_pendant","<null>","-"
"spectrum:unlocks/trinkets/heartsingers_reward","spectrum:unlocks/trinkets/heartsingers_reward","<null>","-"
"spectrum:unlocks/trinkets/jeopardant","spectrum:unlocks/trinkets/jeopardant","<null>","-"
"spectrum:unlocks/trinkets/laurels_of_serenity","spectrum:unlocks/trinkets/laurels_of_serenity","<null>","-"
"spectrum:unlocks/trinkets/lesser_potion_pendant","spectrum:unlocks/trinkets/lesser_potion_pendant","<null>","-"
"spectrum:unlocks/trinkets/neat_ring","spectrum:unlocks/trinkets/neat_ring","<null>","-"
"spectrum:unlocks/trinkets/pigment_palette","spectrum:unlocks/trinkets/pigment_palette","<null>","-"
"spectrum:unlocks/trinkets/puff_circlet","spectrum:unlocks/trinkets/puff_circlet","<null>","-"
"spectrum:unlocks/trinkets/radiance_pin","spectrum:unlocks/trinkets/radiance_pin","<null>","-"
"spectrum:unlocks/trinkets/ring_of_aerial_grace","spectrum:unlocks/trinkets/ring_of_aerial_grace","<null>","-"
"spectrum:unlocks/trinkets/ring_of_denser_steps","spectrum:unlocks/trinkets/ring_of_denser_steps","<null>","-"
"spectrum:unlocks/trinkets/ring_of_pursuit","spectrum:unlocks/trinkets/ring_of_pursuit","<null>","-"
"spectrum:unlocks/trinkets/seven_league_boots","spectrum:unlocks/trinkets/seven_league_boots","<null>","-"
"spectrum:unlocks/trinkets/shieldgrasp_amulet","spectrum:unlocks/trinkets/shieldgrasp_amulet","<null>","-"
"spectrum:unlocks/trinkets/take_off_belt","spectrum:unlocks/trinkets/take_off_belt","<null>","-"
"spectrum:unlocks/trinkets/totem_pendant","spectrum:unlocks/trinkets/totem_pendant","<null>","-"
"spectrum:unlocks/trinkets/weeping_circlet","spectrum:unlocks/trinkets/weeping_circlet","<null>","-"
"spectrum:unlocks/trinkets/whispy_circlet","spectrum:unlocks/trinkets/whispy_circlet","<null>","-"
"spectrum:unlocks/upgrades/upgrade_efficiency","spectrum:unlocks/upgrades/upgrade_efficiency","<null>","-"
"spectrum:unlocks/upgrades/upgrade_efficiency2","spectrum:unlocks/upgrades/upgrade_efficiency2","<null>","-"
"spectrum:unlocks/upgrades/upgrade_experience","spectrum:unlocks/upgrades/upgrade_experience","<null>","-"
"spectrum:unlocks/upgrades/upgrade_experience2","spectrum:unlocks/upgrades/upgrade_experience2","<null>","-"
"spectrum:unlocks/upgrades/upgrade_speed","spectrum:unlocks/upgrades/upgrade_speed","<null>","-"
"spectrum:unlocks/upgrades/upgrade_speed2","spectrum:unlocks/upgrades/upgrade_speed2","<null>","-"
"spectrum:unlocks/upgrades/upgrade_speed3","spectrum:unlocks/upgrades/upgrade_speed3","<null>","-"
"spectrum:unlocks/upgrades/upgrade_yield","spectrum:unlocks/upgrades/upgrade_yield","<null>","-"
"spectrum:unlocks/upgrades/upgrade_yield2","spectrum:unlocks/upgrades/upgrade_yield2","<null>","-"
"spectrum:unlocks/weather/clear","spectrum:unlocks/weather/clear","<null>","-"
"spectrum:unlocks/weather/rain","spectrum:unlocks/weather/rain","<null>","-"
"spectrum:unlocks/weather/thunder","spectrum:unlocks/weather/thunder","<null>","-"
"spectrum:use_glistering_melon_seeds","[A sign of Prosperity]","Get a Glistering Melon... Plant!","spectrum:collect_vegetal"
"spectrum:use_oblivion_pickaxe_with_efficiency","[I am Speed]","Cut through the world using an Oblivion Pickaxe enchanted with Efficiency","spectrum:collect_quitoxic_reeds"
